OBJECTID,location,population,population_white,population_white_only,population_hispanic,population_black,population_asian,population_native,population_native_islander,population_other,population_two_or_more,male_population,population_white_male,population_white_only_male,population_hispanic_male,population_black_male,population_asian_male,population_native_male,population_native_islander_male,population_other_male,population_two_or_more_male,female_population,population_white_female,population_white_only_female,population_hispanic_female,population_black_female,population_asian_female,population_native_female,population_native_islander_female,population_other_female,population_two_or_more_female,pct_white,pct_white_only,pct_hispanic,pct_black,pct_asian,pct_native,pct_native_islander,pct_other,pct_two_or_more,pop_num,pop_white_num,pop_black_num,pop_white_only_num,pop_hispanic_num,pop_native_islander_num,pop_other_num,pop_two_or_more_num,pop_native_num,pop_asian_num,majority_race,GEOIDFQ
1,"Kiowa County, Oklahoma",8458,6858,6146,999,284,14,356,0,130,816,4058,3340,3041,456,123,2,171,0,76,346,4400,3518,3105,543,161,12,185,0,54,470,81.08299834,72.66493261,11.81130291,3.357767794,0.165523764,4.209032868,0,1.537006384,9.647670844,8458,6858,284,6146,999,0,130,816,356,14,White,0500000US40075
2,"Lake County, South Dakota",11052,10175,9915,560,55,65,265,6,213,273,5807,5309,5188,326,55,0,127,6,184,126,5245,4866,4727,234,0,65,138,0,29,147,92.06478465,89.71226927,5.066956207,0.497647485,0.588128845,2.397756062,0.054288817,1.927252986,2.470141151,11052,10175,55,9915,560,6,213,273,265,65,White,0500000US46079
3,"Caswell County, North Carolina",22689,13671,13543,1102,7138,97,19,0,425,1339,11797,6976,6888,602,3751,74,2,0,255,739,10892,6695,6655,500,3387,23,17,0,170,600,60.25386751,59.68971748,4.856979153,31.46017894,0.427519944,0.08374102,0,1.873154392,5.90153819,22689,13671,7138,13543,1102,0,425,1339,19,97,White,0500000US37033
4,"Presidio County, Texas",6043,2231,1171,4622,65,1,150,0,123,3473,3129,1125,587,2393,65,0,117,0,123,1699,2914,1106,584,2229,0,1,33,0,0,1774,36.91874897,19.37779249,76.48518948,1.07562469,0.016548072,2.482210822,0,2.035412874,57.47145458,6043,2231,65,1171,4622,0,123,3473,150,1,Hispanic/Latino,0500000US48377
5,"Greene County, Ohio",168531,139641,137754,5418,9916,4797,266,226,1889,11796,83666,69491,68566,2783,4697,2159,149,50,964,6156,84865,70150,69188,2635,5219,2638,117,176,925,5640,82.85775317,81.73807786,3.214838813,5.883783992,2.84636061,0.157834464,0.134099958,1.120862037,6.999305766,168531,139641,9916,137754,5418,226,1889,11796,266,4797,White,0500000US39057
6,"Willacy County, Texas",20218,11486,2118,17623,293,0,25,0,980,7434,10941,6246,1124,9479,291,0,25,0,545,3834,9277,5240,994,8144,2,0,0,0,435,3600,56.81076269,10.47581363,87.16490256,1.44920368,0,0.123652191,0,4.847165892,36.76921555,20218,11486,293,2118,17623,0,980,7434,25,0,Hispanic/Latino,0500000US48489
7,"Bayamón Municipio, Puerto Rico",183456,45010,951,181360,10021,400,212,10,61177,66626,85774,21128,469,84716,5031,209,115,0,28388,30903,97682,23882,482,96644,4990,191,97,10,32789,35723,24.53449328,0.518380429,98.85749171,5.462345194,0.218035932,0.115559044,0.005450898,33.34696058,36.31715507,183456,45010,10021,951,181360,10,61177,66626,212,400,Hispanic/Latino,0500000US72021
8,"Los Alamos County, New Mexico",19374,14782,13614,3465,233,964,169,0,1074,2152,9990,7897,7137,1679,81,496,72,0,415,1029,9384,6885,6477,1786,152,468,97,0,659,1123,76.29813152,70.26943326,17.88479405,1.202642717,4.975740683,0.872303087,0,5.543511923,11.10767007,19374,14782,233,13614,3465,0,1074,2152,169,964,White,0500000US35028
9,"Choctaw County, Oklahoma",14299,8501,8351,681,1352,97,2177,12,259,1901,6900,4021,3950,396,644,50,1069,1,128,987,7399,4480,4401,285,708,47,1108,11,131,914,59.45170991,58.4026855,4.762570809,9.455206658,0.678369117,15.2248409,0.083921953,1.811315477,13.29463599,14299,8501,1352,8351,681,12,259,1901,2177,97,White,0500000US40023
10,"Dickinson County, Kansas",18423,16916,16396,998,51,60,70,0,251,1075,9212,8476,8212,540,33,40,32,0,131,500,9211,8440,8184,458,18,20,38,0,120,575,91.8200076,88.99744884,5.417141616,0.276827878,0.325679857,0.379959833,0,1.362427401,5.835097433,18423,16916,51,16396,998,0,251,1075,70,60,White,0500000US20041
11,"Starr County, Texas",65809,29115,1417,64036,217,17,101,0,7440,28919,32110,14139,792,31133,122,0,77,0,3903,13869,33699,14976,625,32903,95,17,24,0,3537,15050,44.24166907,2.15320093,97.30583963,0.329742133,0.025832333,0.153474449,0,11.30544454,43.94383747,65809,29115,217,1417,64036,0,7440,28919,101,17,Hispanic/Latino,0500000US48427
12,"Effingham County, Georgia",67265,51410,49859,4128,9612,504,97,84,1144,4414,33309,25783,24900,2120,4725,186,31,0,513,2071,33956,25627,24959,2008,4887,318,66,84,631,2343,76.42904928,74.12324389,6.136921133,14.2897495,0.749275255,0.144205753,0.124879209,1.700735895,6.562105107,67265,51410,9612,49859,4128,84,1144,4414,97,504,White,0500000US13103
13,"Roger Mills County, Oklahoma",3378,2814,2730,282,3,10,243,22,49,237,1698,1436,1369,158,3,7,101,0,32,119,1680,1378,1361,124,0,3,142,22,17,118,83.30373002,80.81705151,8.348134991,0.088809947,0.296033156,7.193605684,0.651272943,1.450562463,7.01598579,3378,2814,3,2730,282,22,49,237,243,10,White,0500000US40129
14,"Richland County, Wisconsin",17229,16090,15939,540,150,172,10,0,381,426,8613,8110,8075,242,21,71,2,0,208,201,8616,7980,7864,298,129,101,8,0,173,225,93.38905334,92.51262406,3.134250392,0.870625109,0.998316791,0.058041674,0,2.211387776,2.472575309,17229,16090,150,15939,540,0,381,426,10,172,White,0500000US55103
15,"Lea County, New Mexico",73154,38233,23474,45091,2958,684,631,18,7957,22673,37963,19530,11857,23495,1952,267,496,18,4627,11073,35191,18703,11617,21596,1006,417,135,0,3330,11600,52.26371764,32.0884709,61.63846133,4.043524619,0.935013806,0.862563906,0.024605626,10.87705389,30.99352052,73154,38233,2958,23474,45091,18,7957,22673,631,684,Hispanic/Latino,0500000US35025
16,"Lamar County, Alabama",13809,11954,11857,255,1282,20,51,0,65,437,6772,5917,5878,72,607,0,33,0,0,215,7037,6037,5979,183,675,20,18,0,65,222,86.56673184,85.8642914,1.846621768,9.28380042,0.14483308,0.369324354,0,0.47070751,3.164602795,13809,11954,1282,11857,255,0,65,437,51,20,White,0500000US01075
17,"Florida Municipio, Puerto Rico",11624,2963,32,11592,67,233,0,0,2451,5910,5401,1585,0,5401,46,0,0,0,1086,2684,6223,1378,32,6191,21,233,0,0,1365,3226,25.49036476,0.275292498,99.7247075,0.576393668,2.004473503,0,0,21.08568479,50.84308328,11624,2963,67,32,11592,0,2451,5910,0,233,Hispanic/Latino,0500000US72054
18,"Marshall County, Tennessee",35276,30905,29445,2402,1447,234,79,0,902,1709,17628,15383,14442,1569,647,42,26,0,570,960,17648,15522,15003,833,800,192,53,0,332,749,87.60913936,83.47034811,6.809162037,4.101938995,0.663340515,0.223948293,0,2.556979249,4.844653589,35276,30905,1447,29445,2402,0,902,1709,79,234,White,0500000US47117
19,"Appomattox County, Virginia",16424,12693,12498,368,2799,25,1,0,341,565,7985,6254,6141,166,1292,0,1,0,183,255,8439,6439,6357,202,1507,25,0,0,158,310,77.28324403,76.09595714,2.240623478,17.04213346,0.152216269,0.006088651,0,2.076229907,3.440087677,16424,12693,2799,12498,368,0,341,565,1,25,White,0500000US51011
20,"Madison County, Arkansas",17032,12687,12336,1036,33,81,241,145,152,3693,8521,6165,6025,469,16,12,100,78,69,2081,8511,6522,6311,567,17,69,141,67,83,1612,74.48919681,72.42837013,6.082667919,0.193752936,0.475575388,1.41498356,0.851338657,0.892437764,21.68271489,17032,12687,33,12336,1036,145,152,3693,241,81,White,0500000US05087
21,"St. Charles Parish, Louisiana",51863,33706,32583,4134,11881,432,549,5,2029,3261,25830,16882,16233,2208,5575,191,297,0,1133,1752,26033,16824,16350,1926,6306,241,252,5,896,1509,64.99045562,62.82513545,7.971000521,22.90843183,0.83296377,1.058558124,0.009640784,3.912230299,6.287719569,51863,33706,11881,32583,4134,5,2029,3261,549,432,White,0500000US22089
22,"Poinsett County, Arkansas",22740,19300,19241,840,1331,5,139,7,202,1756,11063,9416,9373,465,672,1,13,7,74,880,11677,9884,9868,375,659,4,126,0,128,876,84.87247142,84.61301671,3.693931398,5.853122252,0.021987687,0.611257696,0.030782762,0.888302551,7.722075638,22740,19300,1331,19241,840,7,202,1756,139,5,White,0500000US05111
23,"Gulf County, Florida",14772,11680,11414,656,2075,67,119,18,93,720,8477,6108,5872,568,1713,14,105,18,81,438,6295,5572,5542,88,362,53,14,0,12,282,79.06850799,77.26780395,4.44083401,14.04684538,0.453560791,0.805578121,0.121852153,0.629569456,4.874086109,14772,11680,2075,11414,656,18,93,720,119,67,White,0500000US12045
24,"Hamblen County, Tennessee",64930,53306,50359,9561,1737,581,225,459,2488,6134,32224,26017,24487,5070,852,286,155,196,1354,3364,32706,27289,25872,4491,885,295,70,263,1134,2770,82.09764362,77.55890959,14.72508856,2.675188665,0.894809795,0.346527029,0.706915139,3.831818882,9.447096874,64930,53306,1737,50359,9561,459,2488,6134,225,581,White,0500000US47063
25,"Ballard County, Kentucky",7678,7065,7028,110,279,26,16,0,3,289,3894,3524,3492,80,190,8,6,0,3,163,3784,3541,3536,30,89,18,10,0,0,126,92.01615004,91.53425371,1.432664756,3.633758791,0.338629852,0.208387601,0,0.039072675,3.764001042,7678,7065,279,7028,110,0,3,289,16,26,White,0500000US21007
26,"Archer County, Texas",8734,7960,7547,787,70,18,84,0,115,487,4447,3964,3732,430,57,0,43,0,82,301,4287,3996,3815,357,13,18,41,0,33,186,91.13808106,86.40943439,9.010762537,0.801465537,0.206091138,0.961758644,0,1.316693382,5.575910236,8734,7960,70,7547,787,0,115,487,84,18,White,0500000US48009
27,"Baylor County, Texas",3464,2803,2630,473,26,0,6,47,222,360,1736,1414,1319,195,26,0,2,21,98,175,1728,1389,1311,278,0,0,4,26,124,185,80.91801386,75.92378753,13.65473441,0.750577367,0,0.173210162,1.356812933,6.408775982,10.3926097,3464,2803,26,2630,473,47,222,360,6,0,White,0500000US48023
28,"San Augustine County, Texas",7889,5574,5406,643,1746,0,72,0,359,138,3787,2683,2585,350,792,0,42,0,174,96,4102,2891,2821,293,954,0,30,0,185,42,70.65534288,68.52579541,8.150589428,22.13208265,0,0.912663202,0,4.550640132,1.749271137,7889,5574,1746,5406,643,0,359,138,72,0,White,0500000US48405
29,"Storey County, Nevada",4139,3628,3497,291,80,42,1,0,20,368,2211,1958,1929,132,72,21,1,0,10,149,1928,1670,1568,159,8,21,0,0,10,219,87.65402271,84.48900701,7.03068374,1.932834018,1.014737859,0.024160425,0,0.483208504,8.891036482,4139,3628,80,3497,291,0,20,368,1,42,White,0500000US32029
30,"Schley County, Georgia",4539,3554,3536,96,779,0,4,0,17,185,2204,1688,1684,35,424,0,0,0,0,92,2335,1866,1852,61,355,0,4,0,17,93,78.29918484,77.90262172,2.115003305,17.16237057,0,0.088125138,0,0.374531835,4.075787618,4539,3554,779,3536,96,0,17,185,4,0,White,0500000US13249
31,"Madison County, Texas",13574,8442,7137,3509,2129,113,48,6,973,1863,7641,4400,3630,2212,1327,67,43,0,634,1170,5933,4042,3507,1297,802,46,5,6,339,693,62.1924267,52.57845882,25.85089141,15.68439664,0.832473847,0.353617209,0.044202151,7.168115515,13.72476794,13574,8442,2129,7137,3509,6,973,1863,48,113,White,0500000US48313
32,"San Joaquin County, California",787416,292062,220011,332543,55048,140647,9585,4745,129646,155683,394479,144568,108691,169470,27160,69381,4646,2419,66085,80220,392937,147494,111320,163073,27888,71266,4939,2326,63561,75463,37.09119449,27.94088512,42.23218731,6.990967925,17.86184177,1.2172727,0.60260396,16.46474037,19.77137879,787416,292062,55048,220011,332543,4745,129646,155683,9585,140647,Hispanic/Latino,0500000US06077
33,"Winston County, Mississippi",17609,8745,8717,91,8319,12,218,0,27,288,8531,4365,4350,40,3950,12,70,0,0,134,9078,4380,4367,51,4369,0,148,0,27,154,49.66210461,49.50309501,0.516781191,47.24288716,0.06814697,1.238003294,0,0.153330683,1.635527287,17609,8745,8319,8717,91,0,27,288,218,12,White,0500000US28159
34,"Henry County, Kentucky",15774,14360,14214,606,425,83,1,0,223,682,7895,7148,7065,284,334,44,0,0,141,228,7879,7212,7149,322,91,39,1,0,82,454,91.03588183,90.1103081,3.84176493,2.694307088,0.526182325,0.006339546,0,1.413718778,4.323570432,15774,14360,425,14214,606,0,223,682,1,83,White,0500000US21103
35,"Mercer County, Kentucky",22824,20803,20606,730,813,60,57,0,304,787,11401,10163,10091,456,422,34,48,0,218,516,11423,10640,10515,274,391,26,9,0,86,271,91.14528566,90.28215913,3.198387662,3.562039958,0.262881178,0.249737119,0,1.3319313,3.448124781,22824,20803,813,20606,730,0,304,787,57,60,White,0500000US21167
36,"Wheeler County, Nebraska",785,764,760,15,0,1,0,0,4,16,394,386,385,5,0,0,0,0,2,6,391,378,375,10,0,1,0,0,2,10,97.32484076,96.81528662,1.910828025,0,0.127388535,0,0,0.50955414,2.038216561,785,764,0,760,15,0,4,16,0,1,White,0500000US31183
37,"Lewis County, Kentucky",13028,12641,12641,11,4,19,0,32,35,297,6492,6336,6336,7,0,0,0,0,22,134,6536,6305,6305,4,4,19,0,32,13,163,97.02947498,97.02947498,0.084433528,0.030703101,0.14583973,0,0.245624808,0.268652134,2.27970525,13028,12641,4,12641,11,32,35,297,0,19,White,0500000US21135
38,"Grant County, Minnesota",6108,5749,5663,158,31,4,27,2,70,225,3122,2958,2905,86,16,0,15,0,34,99,2986,2791,2758,72,15,4,12,2,36,126,94.12246234,92.71447282,2.586771447,0.507531107,0.065487885,0.442043222,0.032743942,1.146037983,3.683693517,6108,5749,31,5663,158,2,70,225,27,4,White,0500000US27051
39,"Humphreys County, Mississippi",7570,1538,1538,5,5966,12,7,0,5,42,3626,789,789,5,2829,2,0,0,5,1,3944,749,749,0,3137,10,7,0,0,41,20.31704095,20.31704095,0.066050198,78.81109643,0.158520476,0.092470277,0,0.066050198,0.554821664,7570,1538,5966,1538,5,0,5,42,7,12,Black,0500000US28053
40,"Clarke County, Alabama",22802,11749,11674,261,10360,71,9,0,217,396,10789,5661,5643,159,4765,1,9,0,178,175,12013,6088,6031,102,5595,70,0,0,39,221,51.52618191,51.1972634,1.144636435,45.434611,0.311376195,0.039470222,0,0.951670906,1.736689764,22802,11749,10360,11674,261,0,217,396,9,71,White,0500000US01025
41,"Chase County, Kansas",2579,2296,2245,208,32,16,0,0,11,224,1330,1176,1134,116,32,0,0,0,0,122,1249,1120,1111,92,0,16,0,0,11,102,89.02675456,87.04924389,8.065141528,1.240791004,0.620395502,0,0,0.426521908,8.68553703,2579,2296,32,2245,208,0,11,224,0,16,White,0500000US20017
42,"Trigg County, Kentucky",14211,12401,12280,366,913,41,0,0,61,795,7073,6223,6169,200,434,18,0,0,7,391,7138,6178,6111,166,479,23,0,0,54,404,87.26338752,86.41193442,2.575469707,6.424600661,0.288508902,0,0,0.429244951,5.594257969,14211,12401,913,12280,366,0,61,795,0,41,White,0500000US21221
43,"Jasper County, Iowa",37864,35155,34781,1110,589,222,34,60,566,1238,19796,18059,17839,629,533,83,34,28,279,780,18068,17096,16942,481,56,139,0,32,287,458,92.84544686,91.85770125,2.931544475,1.555567293,0.586308895,0.089795056,0.158461864,1.494823579,3.26959645,37864,35155,589,34781,1110,60,566,1238,34,222,White,0500000US19099
44,"Wayne County, Mississippi",19699,11168,11168,747,7318,20,5,0,395,793,9519,5557,5557,500,3126,13,0,0,170,653,10180,5611,5611,247,4192,7,5,0,225,140,56.69323316,56.69323316,3.792070663,37.14909386,0.101527996,0.025381999,0,2.005177928,4.025585055,19699,11168,7318,11168,747,0,395,793,5,20,White,0500000US28153
45,"Cottle County, Texas",1302,855,769,338,64,0,0,0,53,330,659,434,426,121,34,0,0,0,17,174,643,421,343,217,30,0,0,0,36,156,65.66820276,59.06298003,25.96006144,4.915514593,0,0,0,4.070660522,25.34562212,1302,855,64,769,338,0,53,330,0,0,White,0500000US48101
46,"Greensville County, Virginia",11304,4101,3997,577,6040,29,16,0,306,812,7086,2576,2506,503,3701,19,16,0,271,503,4218,1525,1491,74,2339,10,0,0,35,309,36.27919321,35.3591649,5.104387827,53.43241331,0.256546355,0.141542817,0,2.707006369,7.183297948,11304,4101,6040,3997,577,0,306,812,16,29,Black,0500000US51081
47,"Polk County, Florida",760961,455386,400412,211002,112450,13475,2811,306,86902,89631,375103,222030,195839,107051,55083,6064,1632,165,46236,43893,385858,233356,204573,103951,57367,7411,1179,141,40666,45738,59.84353994,52.61925381,27.72835927,14.77736704,1.770787202,0.369401323,0.04021231,11.42003335,11.77865883,760961,455386,112450,400412,211002,306,86902,89631,2811,13475,White,0500000US12105
48,"Young County, Texas",17963,14942,13584,3621,311,49,54,0,1047,1560,8945,7179,6642,1972,72,17,29,0,549,1099,9018,7763,6942,1649,239,32,25,0,498,461,83.18209653,75.62211212,20.15810277,1.731336636,0.272782943,0.300617937,0,5.828647776,8.684518176,17963,14942,311,13584,3621,0,1047,1560,54,49,White,0500000US48503
49,"Tallapoosa County, Alabama",41070,28233,27992,1137,9607,201,117,0,425,2487,19970,13930,13867,562,4254,49,98,0,235,1404,21100,14303,14125,575,5353,152,19,0,190,1083,68.74360847,68.15680545,2.76844412,23.39177015,0.489408327,0.284879474,0,1.034818602,6.055514974,41070,28233,9607,27992,1137,0,425,2487,117,201,White,0500000US01123
50,"Rockingham County, New Hampshire",317163,289993,285503,11178,2715,6586,421,121,3445,13882,157801,144056,141843,5884,1465,2875,242,92,1971,7100,159362,145937,143660,5294,1250,3711,179,29,1474,6782,91.43342698,90.01775112,3.524370749,0.856026712,2.076534779,0.132739317,0.03815073,1.086192273,4.376929213,317163,289993,2715,285503,11178,121,3445,13882,421,6586,White,0500000US33015
51,"Rio Grande County, Colorado",11394,8488,6284,4630,50,11,390,0,738,1717,5763,4400,3203,2250,42,9,264,0,295,753,5631,4088,3081,2380,8,2,126,0,443,964,74.49534843,55.1518343,40.63542215,0.438827453,0.09654204,3.422854134,0,6.477093207,15.06933474,11394,8488,50,6284,4630,0,738,1717,390,11,White,0500000US08105
52,"Plymouth County, Iowa",25699,23270,22809,1578,607,135,86,13,587,1001,13092,11801,11524,910,282,75,59,8,350,517,12607,11469,11285,668,325,60,27,5,237,484,90.54827036,88.75442624,6.140316744,2.361959609,0.525312269,0.334643371,0.050585626,2.284135569,3.895093194,25699,23270,607,22809,1578,13,587,1001,86,135,White,0500000US19149
53,"Yates County, New York",24637,23486,23156,632,164,170,16,0,194,607,12084,11578,11385,322,79,108,8,0,90,221,12553,11908,11771,310,85,62,8,0,104,386,95.32816496,93.98871616,2.565247392,0.665665463,0.690019077,0.064942972,0,0.787433535,2.463773998,24637,23486,164,23156,632,0,194,607,16,170,White,0500000US36123
54,"King County, Washington",2262713,1283809,1229507,245320,147642,449705,14612,16955,109978,240012,1146257,653434,625487,127918,77539,220925,7163,8174,57679,121343,1116456,630375,604020,117402,70103,228780,7449,8781,52299,118669,56.73759774,54.33773528,10.84185224,6.524998972,19.87459302,0.645773459,0.749321721,4.860448497,10.60726659,2262713,1283809,147642,1229507,245320,16955,109978,240012,14612,449705,White,0500000US53033
55,"Deschutes County, Oregon",203026,179623,171079,18140,833,2318,1424,329,4664,13835,101112,89145,85225,9065,448,979,779,167,2614,6980,101914,90478,85854,9075,385,1339,645,162,2050,6855,88.47290495,84.26457695,8.93481623,0.410292278,1.14172569,0.701388,0.162048211,2.297242718,6.814398156,203026,179623,833,171079,18140,329,4664,13835,1424,2318,White,0500000US41017
56,"Pottawattamie County, Iowa",93407,83108,79725,8127,1709,873,253,129,1668,5667,46490,40885,39190,4247,984,338,165,52,958,3108,46917,42223,40535,3880,725,535,88,77,710,2559,88.97405976,85.35227553,8.700632715,1.82962733,0.934619461,0.270857645,0.138105281,1.785733403,6.06699712,93407,83108,1709,79725,8127,129,1668,5667,253,873,White,0500000US19155
57,"Christian County, Missouri",91229,84186,83080,3264,714,759,293,160,957,4160,44601,41374,40739,1443,430,374,139,90,419,1775,46628,42812,42341,1821,284,385,154,70,538,2385,92.27986715,91.06753335,3.577809688,0.782645869,0.83197229,0.321169803,0.175382828,1.049008539,4.559953524,91229,84186,714,83080,3264,160,957,4160,293,759,White,0500000US29043
58,"Ciales Municipio, Puerto Rico",16874,5759,73,16801,864,80,243,0,1443,8485,8147,2626,48,8099,425,13,151,0,727,4205,8727,3133,25,8702,439,67,92,0,716,4280,34.12942989,0.432618229,99.56738177,5.120303425,0.474102169,1.440085338,0,8.551617874,50.2844613,16874,5759,864,73,16801,0,1443,8485,243,80,Hispanic/Latino,0500000US72039
59,"Lamar County, Mississippi",65081,47389,46449,2366,14048,620,74,0,767,2183,31149,23155,22704,1128,6360,227,36,0,366,1005,33932,24234,23745,1238,7688,393,38,0,401,1178,72.81541464,71.37106068,3.635469646,21.58540895,0.952658994,0.113704461,0,1.178531369,3.354281588,65081,47389,14048,46449,2366,0,767,2183,74,620,White,0500000US28073
60,"Ripley County, Indiana",29039,27677,27488,555,65,149,0,0,399,749,14534,13858,13788,295,35,59,0,0,224,358,14505,13819,13700,260,30,90,0,0,175,391,95.30975585,94.65890699,1.911222838,0.223836909,0.513103068,0,0,1.374014257,2.57928992,29039,27677,65,27488,555,0,399,749,0,149,White,0500000US18137
61,"Mercer County, North Dakota",8341,7587,7548,225,50,35,236,0,244,189,4232,3882,3853,128,1,16,129,0,144,60,4109,3705,3695,97,49,19,107,0,100,129,90.96031651,90.49274667,2.697518283,0.599448507,0.419613955,2.829396955,0,2.925308716,2.265915358,8341,7587,50,7548,225,0,244,189,236,35,White,0500000US38057
62,"Hart County, Georgia",26484,19848,19582,1050,4548,377,171,0,403,1137,13174,9821,9685,485,2606,176,129,0,129,313,13310,10027,9897,565,1942,201,42,0,274,824,74.94336203,73.93898203,3.964657907,17.17263253,1.423500982,0.645672859,0,1.521673463,4.293158133,26484,19848,4548,19582,1050,0,403,1137,171,377,White,0500000US13147
63,"Jackson Parish, Louisiana",14939,9999,9910,486,3813,17,72,11,427,600,7593,5124,5077,308,1859,14,8,11,274,303,7346,4875,4833,178,1954,3,64,0,153,297,66.93219091,66.33643483,3.253229801,25.52379677,0.113796104,0.481959971,0.073632773,2.858290381,4.016333088,14939,9999,3813,9910,486,11,427,600,72,17,White,0500000US22049
64,"Northumberland County, Virginia",12085,8344,8237,403,2374,510,12,0,70,775,5697,4124,4087,120,1222,148,0,0,6,197,6388,4220,4150,283,1152,362,12,0,64,578,69.04426976,68.15887464,3.334712453,19.64418701,4.220107571,0.099296649,0,0.579230451,6.412908564,12085,8344,2374,8237,403,0,70,775,12,510,White,0500000US51133
65,"Fort Bend County, Texas",859721,318338,256176,210272,176568,187639,3248,403,55288,118237,423591,160105,129236,105070,83812,91629,1561,203,28060,58221,436130,158233,126940,105202,92756,96010,1687,200,27228,60016,37.0280591,29.79757386,24.45816724,20.53782564,21.82556899,0.377796983,0.046875672,6.430923521,13.75295008,859721,318338,176568,256176,210272,403,55288,118237,3248,187639,White,0500000US48157
66,"Green Lake County, Wisconsin",19165,17859,17444,1044,150,101,73,31,287,664,9582,9058,8820,471,89,50,16,0,148,221,9583,8801,8624,573,61,51,57,31,139,443,93.18549439,91.0200887,5.447430211,0.782676755,0.527002348,0.380902687,0.161753196,1.497521524,3.4646491,19165,17859,150,17444,1044,31,287,664,73,101,White,0500000US55047
67,"Pondera County, Montana",6012,4770,4748,137,2,16,992,0,24,208,3025,2378,2367,61,2,5,505,0,24,111,2987,2392,2381,76,0,11,487,0,0,97,79.34131737,78.97538257,2.278775782,0.0332668,0.266134398,16.50033267,0,0.399201597,3.459747172,6012,4770,2,4748,137,0,24,208,992,16,White,0500000US30073
68,"Walworth County, Wisconsin",105447,91872,88121,12545,877,861,389,52,3741,7655,53009,46054,44061,6615,471,476,287,27,2123,3571,52438,45818,44060,5930,406,385,102,25,1618,4084,87.12623403,83.56899675,11.89697194,0.83169744,0.816523941,0.368905706,0.049313873,3.547753848,7.259571159,105447,91872,877,88121,12545,52,3741,7655,389,861,White,0500000US55127
69,"Mineral County, Nevada",4557,2718,2574,829,132,3,942,0,193,569,2106,1275,1141,447,125,0,370,0,102,234,2451,1443,1433,382,7,3,572,0,91,335,59.64450296,56.4845293,18.19179285,2.896642528,0.065832785,20.6714944,0,4.235242484,12.48628484,4557,2718,132,2574,829,0,193,569,942,3,White,0500000US32021
70,"Howard County, Indiana",83610,71318,69511,3260,6566,1223,73,6,519,3905,40601,34595,33656,1749,3224,490,38,6,337,1911,43009,36723,35855,1511,3342,733,35,0,182,1994,85.29840928,83.13718455,3.899055137,7.853127616,1.462743691,0.08731013,0.007176175,0.620739146,4.67049396,83610,71318,6566,69511,3260,6,519,3905,73,1223,White,0500000US18067
71,"Pike County, Indiana",12187,11678,11648,179,31,6,159,0,135,178,6063,5883,5883,39,17,6,44,0,30,83,6124,5795,5765,140,14,0,115,0,105,95,95.8234184,95.57725445,1.468778206,0.25436941,0.049232789,1.304668909,0,1.107737753,1.460572741,12187,11678,31,11648,179,0,135,178,159,6,White,0500000US18125
72,"Christian County, Kentucky",72599,49182,46719,6120,14017,916,153,310,1715,6306,38091,26271,24812,3491,6724,440,90,144,1099,3323,34508,22911,21907,2629,7293,476,63,166,616,2983,67.74473478,64.35212606,8.42986818,19.30742848,1.261725368,0.210746705,0.427003127,2.362291492,8.686070056,72599,49182,14017,46719,6120,310,1715,6306,153,916,White,0500000US21047
73,"Eaton County, Michigan",109000,89972,87830,6718,7631,2405,333,15,1759,6885,53937,44194,43194,3387,3669,1255,137,8,967,3707,55063,45778,44636,3331,3962,1150,196,7,792,3178,82.54311927,80.57798165,6.163302752,7.000917431,2.206422018,0.305504587,0.013761468,1.613761468,6.316513761,109000,89972,7631,87830,6718,15,1759,6885,333,2405,White,0500000US26045
74,"Wapello County, Iowa",35265,29147,27265,4457,1191,526,102,690,1250,2359,17921,14534,13556,2382,781,195,72,501,726,1112,17344,14613,13709,2075,410,331,30,189,524,1247,82.65135403,77.31461789,12.63859351,3.377286261,1.491563874,0.289238622,1.956614207,3.544590954,6.689352049,35265,29147,1191,27265,4457,690,1250,2359,102,526,White,0500000US19179
75,"Imperial County, California",179319,54559,16894,153460,4460,2702,2857,31,67702,47008,92096,26682,9209,76930,3266,1487,1555,13,34854,24239,87223,27877,7685,76530,1194,1215,1302,18,32848,22769,30.42566599,9.421199092,85.57933069,2.487187638,1.506811883,1.593250018,0.017287627,37.75506221,26.21473463,179319,54559,4460,16894,153460,31,67702,47008,2857,2702,Hispanic/Latino,0500000US06025
76,"Cass County, Michigan",51606,44422,43627,2240,2233,463,532,6,792,3158,25989,22287,21944,1155,1275,225,218,0,418,1566,25617,22135,21683,1085,958,238,314,6,374,1592,86.07913808,84.53861954,4.340580553,4.327016238,0.897182498,1.030887881,0.011626555,1.534705267,6.119443476,51606,44422,2233,43627,2240,6,792,3158,532,463,White,0500000US26027
77,"Bristol County, Rhode Island",50568,45701,44850,2043,539,1159,18,19,591,2541,24505,22319,21775,1130,239,549,11,0,376,1011,26063,23382,23075,913,300,610,7,19,215,1530,90.37533618,88.69245373,4.040104414,1.065891473,2.291963297,0.035595634,0.037573169,1.168723303,5.024916944,50568,45701,539,44850,2043,19,591,2541,18,1159,White,0500000US44001
78,"Bosque County, Texas",18546,14726,14013,3492,253,89,22,0,896,2560,9109,7167,6905,1726,111,42,4,0,452,1333,9437,7559,7108,1766,142,47,18,0,444,1227,79.40256659,75.55807182,18.82885797,1.364175563,0.479887846,0.118623962,0,4.831230454,13.80351558,18546,14726,253,14013,3492,0,896,2560,22,89,White,0500000US48035
