OBJECTID,location,population,population_white,population_white_only,population_hispanic,population_black,population_asian,population_native,population_native_islander,population_other,population_two_or_more,male_population,population_white_male,population_white_only_male,population_hispanic_male,population_black_male,population_asian_male,population_native_male,population_native_islander_male,population_other_male,population_two_or_more_male,female_population,population_white_female,population_white_only_female,population_hispanic_female,population_black_female,population_asian_female,population_native_female,population_native_islander_female,population_other_female,population_two_or_more_female,pct_white,pct_white_only,pct_hispanic,pct_black,pct_asian,pct_native,pct_native_islander,pct_other,pct_two_or_more,pop_num,pop_white_num,pop_black_num,pop_white_only_num,pop_hispanic_num,pop_native_islander_num,pop_other_num,pop_two_or_more_num,pop_native_num,pop_asian_num,majority_race,GEOIDFQ
622,"Webb County, Texas",267731,100976,9554,254619,1207,1227,821,4,20360,143136,132784,51174,5131,125553,806,480,456,0,10229,69639,134947,49802,4423,129066,401,747,365,4,10131,73497,37.71546814,3.568507196,95.10254696,0.450825642,0.458295827,0.306651079,0.001494037,7.604647949,53.46261733,267731,100976,1207,9554,254619,4,20360,143136,821,1227,Hispanic/Latino,0500000US48479
623,"Montgomery County, North Carolina",25874,17289,16261,4000,4318,404,296,0,1445,2122,12714,8512,7949,2165,1976,219,137,0,655,1215,13160,8777,8312,1835,2342,185,159,0,790,907,66.81997372,62.84687331,15.45953467,16.68856767,1.561413001,1.144005565,0,5.584756899,8.201283141,25874,17289,4318,16261,4000,0,1445,2122,296,404,White,0500000US37123
624,"Aroostook County, Maine",67227,62766,62431,1059,512,280,887,52,285,2445,33618,31310,31106,565,320,131,439,29,208,1181,33609,31456,31325,494,192,149,448,23,77,1264,93.36427328,92.86596159,1.57525994,0.761598762,0.416499323,1.319410356,0.077349874,0.423936811,3.63693159,67227,62766,512,62431,1059,52,285,2445,887,280,White,0500000US23003
625,"Jefferson Davis County, Mississippi",11183,4256,4237,19,6729,4,5,0,0,189,5269,2114,2105,9,3064,0,5,0,0,86,5914,2142,2132,10,3665,4,0,0,0,103,38.05776625,37.88786551,0.169900742,60.17168917,0.035768577,0.044710722,0,0,1.690065278,11183,4256,6729,4237,19,0,0,189,5,4,Black,0500000US28065
626,"Washington County, Indiana",28167,27033,26941,416,77,46,0,0,192,819,14001,13502,13448,231,38,0,0,0,119,342,14166,13531,13493,185,39,46,0,0,73,477,95.97401214,95.64738879,1.476905599,0.273369546,0.163311677,0,0,0.681648738,2.907657898,28167,27033,77,26941,416,0,192,819,0,46,White,0500000US18175
627,"Grant County, South Dakota",7544,6872,6789,506,44,47,156,0,241,184,3978,3520,3473,290,44,41,103,0,136,134,3566,3352,3316,216,0,6,53,0,105,50,91.09225875,89.99204666,6.707317073,0.583244963,0.623011665,2.067868505,0,3.194591729,2.43902439,7544,6872,44,6789,506,0,241,184,156,47,White,0500000US46051
628,"Marshall County, South Dakota",4355,3750,3671,266,11,0,283,0,79,232,2273,1984,1959,117,8,0,135,0,45,101,2082,1766,1712,149,3,0,148,0,34,131,86.10792193,84.29391504,6.107921929,0.252583238,0,6.498277842,0,1.814006889,5.327210103,4355,3750,11,3671,266,0,79,232,283,0,White,0500000US46091
629,"Thurston County, Washington",296640,219738,209556,30528,9863,17198,3444,3072,7603,35722,145919,107620,102634,15535,5702,7415,1603,1635,4185,17759,150721,112118,106922,14993,4161,9783,1841,1437,3418,17963,74.07564725,70.64320388,10.29126214,3.324905609,5.797599784,1.161003236,1.035598706,2.563039374,12.04220604,296640,219738,9863,209556,30528,3072,7603,35722,3444,17198,White,0500000US53067
630,"Knox County, Nebraska",8362,7196,7103,233,50,36,752,1,39,288,4166,3581,3538,152,32,14,354,0,27,158,4196,3615,3565,81,18,22,398,1,12,130,86.05596747,84.94379335,2.786414733,0.597943076,0.430519015,8.99306386,0.011958862,0.466395599,3.444152117,8362,7196,50,7103,233,1,39,288,752,36,White,0500000US31107
631,"Valencia County, New Mexico",77382,43171,24091,46872,1057,620,3577,82,7805,21070,38556,21859,11870,23689,647,186,1594,0,3867,10403,38826,21312,12221,23183,410,434,1983,82,3938,10667,55.78946008,31.13256313,60.5722261,1.365950738,0.801219922,4.622522034,0.105967796,10.08632499,27.22855444,77382,43171,1057,24091,46872,82,7805,21070,3577,620,Hispanic/Latino,0500000US35061
632,"Prairie County, Montana",1251,1123,1118,10,0,49,1,0,61,17,675,593,588,5,0,49,1,0,32,0,576,530,530,5,0,0,0,0,29,17,89.76818545,89.3685052,0.799360512,0,3.916866507,0.079936051,0,4.876099121,1.35891287,1251,1123,0,1118,10,0,61,17,1,49,White,0500000US30079
633,"Piute County, Utah",1705,1633,1628,75,2,0,0,0,32,38,905,877,873,30,2,0,0,0,17,9,800,756,755,45,0,0,0,0,15,29,95.7771261,95.48387097,4.398826979,0.117302053,0,0,0,1.876832845,2.228739003,1705,1633,2,1628,75,0,32,38,0,0,White,0500000US49031
634,"Mason County, Kentucky",16995,14854,14854,384,1052,98,159,0,57,775,8363,7179,7179,269,463,43,80,0,12,586,8632,7675,7675,115,589,55,79,0,45,189,87.40217711,87.40217711,2.259488085,6.190055899,0.576640188,0.935569285,0,0.335392763,4.560164754,16995,14854,1052,14854,384,0,57,775,159,98,White,0500000US21161
635,"Benton County, Minnesota",41458,36188,35902,1346,1620,443,383,8,648,2168,20690,18159,18063,596,928,189,95,4,301,1014,20768,18029,17839,750,692,254,288,4,347,1154,87.28834001,86.59848521,3.24665927,3.907569106,1.068551305,0.923826523,0.019296638,1.563027642,5.229388779,41458,36188,1620,35902,1346,8,648,2168,383,443,White,0500000US27009
636,"Donley County, Texas",3276,2856,2572,399,177,82,12,0,60,89,1666,1497,1275,257,77,37,6,0,17,32,1610,1359,1297,142,100,45,6,0,43,57,87.17948718,78.51037851,12.17948718,5.402930403,2.503052503,0.366300366,0,1.831501832,2.716727717,3276,2856,177,2572,399,0,60,89,12,82,White,0500000US48129
637,"Bay County, Florida",181368,138770,133662,15221,18134,3542,817,199,4520,15386,90134,68795,66422,7793,9295,1388,455,71,2082,8048,91234,69975,67240,7428,8839,2154,362,128,2438,7338,76.51294605,73.69657271,8.392329408,9.998456177,1.952935468,0.450465352,0.109721671,2.492170614,8.483304662,181368,138770,18134,133662,15221,199,4520,15386,817,3542,White,0500000US12005
638,"Lauderdale County, Alabama",95037,79325,78618,3163,9205,578,301,15,1172,4441,45668,38421,38023,1594,4056,190,136,15,673,2177,49369,40904,40595,1569,5149,388,165,0,499,2264,83.46749161,82.72357082,3.328177447,9.685701358,0.608184181,0.316718752,0.015783326,1.23320391,4.672916864,95037,79325,9205,78618,3163,15,1172,4441,301,578,White,0500000US01077
639,"Fountain County, Indiana",16546,15656,15545,472,127,46,14,0,157,546,8294,7877,7806,214,127,21,6,0,66,197,8252,7779,7739,258,0,25,8,0,91,349,94.62105645,93.95019944,2.852653209,0.767557114,0.278012813,0.084612595,0,0.948869817,3.299891212,16546,15656,127,15545,472,0,157,546,14,46,White,0500000US18045
640,"Shelby County, Illinois",20867,20200,20095,241,24,60,92,10,80,401,10381,10127,10040,149,14,3,40,0,36,161,10486,10073,10055,92,10,57,52,10,44,240,96.80356544,96.30037859,1.154933627,0.115014137,0.287535343,0.440887526,0.047922557,0.383380457,1.921694542,20867,20200,24,20095,241,10,80,401,92,60,White,0500000US17173
641,"Fayette County, Illinois",21380,19113,18947,620,805,32,108,42,58,1222,11213,9884,9784,230,675,8,36,19,48,543,10167,9229,9163,390,130,24,72,23,10,679,89.39663237,88.6202058,2.899906455,3.765201123,0.149672591,0.505144995,0.196445276,0.271281572,5.715622077,21380,19113,805,18947,620,42,58,1222,108,32,White,0500000US17051
642,"Perry County, Ohio",35474,34080,33977,288,80,41,24,0,123,1126,17781,17078,17068,96,31,6,6,0,88,572,17693,17002,16909,192,49,35,18,0,35,554,96.07036139,95.78000789,0.811862209,0.22551728,0.115577606,0.067655184,0,0.346732818,3.17415572,35474,34080,80,33977,288,0,123,1126,24,41,White,0500000US39127
643,"Danville city, Virginia",42239,17184,16644,2205,21277,596,45,3,290,2844,19383,8162,7799,1254,9362,194,33,0,158,1474,22856,9022,8845,951,11915,402,12,3,132,1370,40.68278132,39.40434196,5.220294041,50.37287815,1.411018253,0.106536613,0.007102441,0.686569284,6.733113947,42239,17184,21277,16644,2205,3,290,2844,45,596,Black,0500000US51590
644,"Banks County, Georgia",18757,16320,16244,1299,315,275,16,0,521,1310,9406,8264,8235,658,212,82,10,0,234,604,9351,8056,8009,641,103,193,6,0,287,706,87.00751719,86.60233513,6.925414512,1.679373034,1.466119315,0.085301487,0,2.777629685,6.984059285,18757,16320,315,16244,1299,0,521,1310,16,275,White,0500000US13011
645,"Wayne County, Georgia",30519,21987,21604,1857,6076,320,23,11,956,1146,15202,10953,10704,971,3148,104,16,0,435,546,15317,11034,10900,886,2928,216,7,11,521,600,72.04364494,70.78868901,6.0847341,19.9089092,1.048527147,0.075362889,0.036043121,3.132474852,3.755037845,30519,21987,6076,21604,1857,11,956,1146,23,320,White,0500000US13305
646,"Oklahoma County, Oklahoma",800487,479766,423239,157068,116150,27254,25188,804,40815,110510,393285,236534,207277,81083,55483,12636,11847,331,21120,55334,407202,243232,215962,75985,60667,14618,13341,473,19695,55176,59.93426502,52.87268875,19.62155538,14.50991709,3.404677403,3.146584517,0.100438858,5.098771123,13.805346,800487,479766,116150,423239,157068,804,40815,110510,25188,27254,White,0500000US40109
647,"Johnston County, Oklahoma",10334,7110,6942,623,248,7,1165,47,211,1546,5224,3545,3471,295,181,7,519,3,132,837,5110,3565,3471,328,67,0,646,44,79,709,68.80201277,67.17631121,6.028643313,2.399845171,0.067737565,11.27346623,0.454809367,2.041803755,14.96032514,10334,7110,248,6942,623,47,211,1546,1165,7,White,0500000US40069
648,"Jackson County, North Carolina",43089,34250,33866,3310,1021,508,3119,3,1194,2994,21255,16740,16594,1903,568,183,1497,3,785,1479,21834,17510,17272,1407,453,325,1622,0,409,1515,79.48664392,78.5954652,7.681774931,2.369514261,1.178955186,7.238506347,0.006962334,2.771008842,6.948409107,43089,34250,1021,33866,3310,3,1194,2994,3119,508,White,0500000US37099
649,"Summit County, Utah",42709,37047,35545,4762,190,736,181,64,1607,2884,21946,19188,18393,2361,159,333,121,0,753,1392,20763,17859,17152,2401,31,403,60,64,854,1492,86.74284109,83.22601794,11.14987473,0.444871104,1.723290173,0.423798263,0.149851319,3.762672973,6.75267508,42709,37047,190,35545,4762,64,1607,2884,181,736,White,0500000US49043
650,"Polk County, Missouri",32109,29850,29591,898,262,255,110,8,153,1471,15708,14688,14573,374,148,70,49,0,97,656,16401,15162,15018,524,114,185,61,8,56,815,92.96458937,92.15796194,2.79672366,0.8159706,0.794169859,0.342583076,0.024915133,0.476501915,4.581270049,32109,29850,262,29591,898,8,153,1471,110,255,White,0500000US29167
651,"Lander County, Nevada",5745,4718,4010,1266,141,31,183,0,69,603,3043,2456,2239,580,102,14,55,0,49,367,2702,2262,1771,686,39,17,128,0,20,236,82.12358573,69.79982594,22.03655352,2.454308094,0.539599652,3.18537859,0,1.201044386,10.49608355,5745,4718,141,4010,1266,0,69,603,183,31,White,0500000US32015
652,"Winneshiek County, Iowa",19972,18844,18726,600,136,116,50,1,244,581,10109,9397,9364,382,94,47,35,1,135,400,9863,9447,9362,218,42,69,15,0,109,181,94.35209293,93.76126577,3.004205888,0.680953335,0.580813138,0.250350491,0.00500701,1.221710395,2.909072702,19972,18844,136,18726,600,1,244,581,50,116,White,0500000US19191
653,"Montgomery County, Kansas",31143,24725,24097,2428,1336,77,831,34,724,3416,15451,12142,11853,1277,630,8,421,34,371,1845,15692,12583,12244,1151,706,69,410,0,353,1571,79.39183765,77.37533314,7.796294512,4.289888578,0.247246572,2.668336384,0.109173811,2.324759978,10.96875702,31143,24725,1336,24097,2428,34,724,3416,831,77,White,0500000US20125
654,"Fairfield County, South Carolina",20741,8028,8023,486,11499,77,3,0,105,1029,10108,3966,3961,396,5454,42,0,0,105,541,10633,4062,4062,90,6045,35,3,0,0,488,38.70594475,38.68183791,2.343184996,55.44091413,0.371245359,0.014464105,0,0.506243672,4.961187985,20741,8028,11499,8023,486,0,105,1029,3,77,Black,0500000US45039
655,"Cheyenne County, Nebraska",9478,8720,8283,790,196,62,25,14,84,377,4728,4377,4161,375,99,50,8,0,33,161,4750,4343,4122,415,97,12,17,14,51,216,92.00253218,87.39185482,8.335091792,2.067946824,0.654146444,0.263768728,0.147710487,0.886262925,3.977632412,9478,8720,196,8283,790,14,84,377,25,62,White,0500000US31033
656,"Martin County, Minnesota",19864,18490,17626,1352,160,112,63,0,349,690,10025,9162,8817,636,145,60,48,0,196,414,9839,9328,8809,716,15,52,15,0,153,276,93.08296416,88.73338703,6.806282723,0.805477245,0.563834072,0.317156665,0,1.756947241,3.47362062,19864,18490,160,17626,1352,0,349,690,63,112,White,0500000US27091
657,"Sevier County, Tennessee",98802,86681,84933,8822,862,1179,187,50,4279,5564,48946,42537,41618,4668,390,570,119,50,2364,2916,49856,44144,43315,4154,472,609,68,0,1915,2648,87.73202972,85.96283476,8.928969049,0.872451975,1.193295682,0.189267424,0.050606263,4.33088399,5.63146495,98802,86681,862,84933,8822,50,4279,5564,187,1179,White,0500000US47155
658,"Polk County, Tennessee",17702,16094,16011,369,144,52,18,0,103,1291,8976,8112,8086,194,144,24,8,0,46,642,8726,7982,7925,175,0,28,10,0,57,649,90.91628065,90.44740707,2.084510225,0.813467405,0.293752118,0.101683426,0,0.581855158,7.292961247,17702,16094,144,16011,369,0,103,1291,18,52,White,0500000US47139
659,"Kent County, Texas",727,635,606,86,6,0,0,0,18,68,394,338,315,61,5,0,0,0,10,41,333,297,291,25,1,0,0,0,8,27,87.34525447,83.3562586,11.82943604,0.825309491,0,0,0,2.475928473,9.353507565,727,635,6,606,86,0,18,68,0,0,White,0500000US48263
660,"Teton County, Montana",6291,5793,5780,118,24,0,126,0,75,273,3091,2870,2870,68,4,0,58,0,48,111,3200,2923,2910,50,20,0,68,0,27,162,92.08392942,91.87728501,1.875695438,0.381497377,0,2.00286123,0,1.192179304,4.339532666,6291,5793,24,5780,118,0,75,273,126,0,White,0500000US30099
661,"Garden County, Nebraska",1620,1536,1532,53,1,4,1,0,51,27,791,742,738,42,1,0,0,0,39,9,829,794,794,11,0,4,1,0,12,18,94.81481481,94.56790123,3.271604938,0.061728395,0.24691358,0.061728395,0,3.148148148,1.666666667,1620,1536,1,1532,53,0,51,27,1,4,White,0500000US31069
662,"Macoupin County, Illinois",44566,42165,42016,587,534,159,34,6,292,1376,22069,20871,20799,295,255,99,13,0,156,675,22497,21294,21217,292,279,60,21,6,136,701,94.61248485,94.27814926,1.317147601,1.19822286,0.356774223,0.076291343,0.013463178,0.655208006,3.087555536,44566,42165,534,42016,587,6,292,1376,34,159,White,0500000US17117
663,"Ross County, Ohio",76748,68353,68063,1070,4131,414,121,36,656,3037,40007,34731,34506,491,3190,152,55,25,222,1632,36741,33622,33557,579,941,262,66,11,434,1405,89.06160421,88.6837442,1.394173138,5.382550685,0.539427738,0.157658832,0.04690676,0.854745401,3.957106374,76748,68353,4131,68063,1070,36,656,3037,121,414,White,0500000US39141
664,"Whiteside County, Illinois",55192,48497,45340,7212,592,280,122,5,1206,4490,27659,24088,22456,3865,269,166,47,0,769,2320,27533,24409,22884,3347,323,114,75,5,437,2170,87.86961879,82.1495869,13.06711118,1.07261922,0.507319901,0.221046528,0.009059284,2.18509929,8.135236991,55192,48497,592,45340,7212,5,1206,4490,122,280,White,0500000US17195
665,"El Paso County, Texas",866275,339519,97259,716543,28593,10988,7922,1558,141122,336573,430439,170201,53443,347910,16835,5407,4163,985,69508,163340,435836,169318,43816,368633,11758,5581,3759,573,71614,173233,39.19298144,11.22726617,82.71541947,3.300683963,1.268419382,0.914490202,0.179850509,16.29066982,38.85290468,866275,339519,28593,97259,716543,1558,141122,336573,7922,10988,Hispanic/Latino,0500000US48141
666,"Loving County, Texas",54,49,49,0,0,5,0,0,0,0,34,34,34,0,0,0,0,0,0,0,20,15,15,0,0,5,0,0,0,0,90.74074074,90.74074074,0,0,9.259259259,0,0,0,0,54,49,0,49,0,0,0,0,0,5,White,0500000US48301
667,"Latimer County, Oklahoma",9495,5977,5840,375,124,100,2330,0,67,897,4813,3007,2943,199,59,47,1217,0,44,439,4682,2970,2897,176,65,53,1113,0,23,458,62.94892048,61.50605582,3.949447077,1.3059505,1.053185887,24.53923117,0,0.705634544,9.447077409,9495,5977,124,5840,375,0,67,897,2330,100,White,0500000US40077
668,"Washington County, Ohio",59318,55969,55624,720,692,390,133,0,400,1734,29620,27660,27462,410,470,181,53,0,248,1008,29698,28309,28162,310,222,209,80,0,152,726,94.35415894,93.77254796,1.213796824,1.166593614,0.65747328,0.224215247,0,0.674331569,2.923227351,59318,55969,692,55624,720,0,400,1734,133,390,White,0500000US39167
669,"Howell County, Missouri",40168,37439,37117,975,177,207,98,0,375,1872,19584,18263,18155,410,71,43,47,0,203,957,20584,19176,18962,565,106,164,51,0,172,915,93.20603465,92.40440151,2.427305318,0.440649273,0.515335591,0.243975304,0,0.933578968,4.66042621,40168,37439,177,37117,975,0,375,1872,98,207,White,0500000US29091
670,"Edwards County, Kansas",2817,2339,2073,621,4,13,16,0,152,293,1469,1210,1061,345,4,5,3,0,85,162,1348,1129,1012,276,0,8,13,0,67,131,83.03159389,73.58892439,22.04472843,0.14199503,0.461483848,0.567980121,0,5.395811147,10.40113596,2817,2339,4,2073,621,0,152,293,16,13,White,0500000US20047
671,"Jefferson County, Kentucky",777392,507893,492366,60873,170727,22626,704,322,14357,60763,378058,248515,240193,31587,80428,11242,322,89,7313,30149,399334,259378,252173,29286,90299,11384,382,233,7044,30614,65.33293371,63.33561446,7.830412456,21.96150719,2.910500751,0.090559203,0.041420545,1.846816021,7.816262581,777392,507893,170727,492366,60873,322,14357,60763,704,22626,White,0500000US21111
672,"Logan County, Illinois",27870,24540,24101,924,1660,115,38,12,122,1383,13905,12034,11892,368,1014,71,7,11,50,718,13965,12506,12209,556,646,44,31,1,72,665,88.05166846,86.47649803,3.315392896,5.956225332,0.412630068,0.136347327,0.043057051,0.437746681,4.962325081,27870,24540,1660,24101,924,12,122,1383,38,115,White,0500000US17107
673,"Winnebago County, Wisconsin",171357,150532,146984,8464,4444,5506,735,108,2119,7913,87100,75727,73956,4566,2982,2622,412,53,1474,3830,84257,74805,73028,3898,1462,2884,323,55,645,4083,87.84700946,85.77647835,4.939395531,2.593416085,3.213174834,0.428929078,0.063026313,1.236599614,4.617844617,171357,150532,4444,146984,8464,108,2119,7913,735,5506,White,0500000US55139
674,"Bedford County, Tennessee",51291,40832,37563,7968,3661,382,617,0,1496,4303,26087,20109,18380,4628,1770,244,562,0,439,2963,25204,20723,19183,3340,1891,138,55,0,1057,1340,79.60850832,73.23507048,15.53488916,7.137704471,0.744770038,1.202940087,0,2.916691037,8.389386052,51291,40832,3661,37563,7968,0,1496,4303,617,382,White,0500000US47003
675,"Clay County, Tennessee",7621,7199,7175,154,72,73,17,0,130,130,3657,3544,3520,56,53,0,0,0,32,28,3964,3655,3655,98,19,73,17,0,98,102,94.46266894,94.14774964,2.020732187,0.944757906,0.957879543,0.223067839,0,1.705812885,1.705812885,7621,7199,72,7175,154,0,130,130,17,73,White,0500000US47027
676,"Coles County, Illinois",46689,42170,41355,1721,1783,691,23,2,335,1685,22964,20680,20240,950,865,432,3,0,173,811,23725,21490,21115,771,918,259,20,2,162,874,90.32106064,88.57546745,3.686093084,3.818886676,1.480005997,0.049262139,0.004283664,0.717513761,3.608987128,46689,42170,1783,41355,1721,2,335,1685,23,691,White,0500000US17029
677,"Lauderdale County, Tennessee",24933,14891,14619,652,8461,178,84,0,272,1047,12865,7560,7448,278,4402,75,68,0,136,624,12068,7331,7171,374,4059,103,16,0,136,423,59.72406048,58.63313681,2.615008222,33.93494565,0.713913288,0.3369029,0,1.090923675,4.199254001,24933,14891,8461,14619,652,0,272,1047,84,178,White,0500000US47097
678,"Baker County, Oregon",16796,15199,14898,842,206,29,166,55,211,930,8799,7785,7617,539,171,8,36,35,188,576,7997,7414,7281,303,35,21,130,20,23,354,90.49178376,88.6996904,5.013098357,1.226482496,0.172660157,0.988330555,0.327458919,1.256251488,5.537032627,16796,15199,206,14898,842,55,211,930,166,29,White,0500000US41001
679,"Schuyler County, New York",17749,16600,16469,350,190,119,27,0,65,748,8908,8418,8311,193,114,70,10,0,54,242,8841,8182,8158,157,76,49,17,0,11,506,93.52639585,92.7883261,1.971942081,1.070482844,0.670460308,0.152121246,0,0.366217815,4.214321934,17749,16600,190,16469,350,0,65,748,27,119,White,0500000US36097
680,"Van Buren County, Michigan",75681,62002,59877,9248,2625,416,499,0,3251,6888,37702,30786,29680,4850,1218,203,280,0,1625,3590,37979,31216,30197,4398,1407,213,219,0,1626,3298,81.92545025,79.11761208,12.21971168,3.468505966,0.549675612,0.659346467,0,4.295662055,9.101359654,75681,62002,2625,59877,9248,0,3251,6888,499,416,White,0500000US26159
681,"Mercer County, Illinois",15619,14802,14606,514,88,52,14,0,137,526,7882,7469,7351,242,81,5,14,0,52,261,7737,7333,7255,272,7,47,0,0,85,265,94.76919137,93.51430949,3.290863692,0.563416352,0.332927844,0.08963442,0,0.877136821,3.367693194,15619,14802,88,14606,514,0,137,526,14,52,White,0500000US17131
682,"Neshoba County, Mississippi",28927,16708,16676,255,6201,174,4605,0,248,991,13865,8095,8063,205,2699,72,2380,0,44,575,15062,8613,8613,50,3502,102,2225,0,204,416,57.75918692,57.64856363,0.881529367,21.43672002,0.601514156,15.91938328,0,0.857330522,3.425865109,28927,16708,6201,16676,255,0,248,991,4605,174,White,0500000US28099
683,"Edmunds County, South Dakota",4033,3831,3802,82,33,9,19,0,28,113,2077,1998,1992,20,33,0,9,0,12,25,1956,1833,1810,62,0,9,10,0,16,88,94.9913216,94.27225391,2.033225886,0.818249442,0.223158939,0.471113315,0,0.694272254,2.801884453,4033,3831,33,3802,82,0,28,113,19,9,White,0500000US46045
684,"Río Grande Municipio, Puerto Rico",46478,8713,196,46120,5384,161,107,0,15489,16624,22210,4199,70,22095,2333,0,23,0,7702,7953,24268,4514,126,24025,3051,161,84,0,7787,8671,18.74650372,0.421704893,99.2297431,11.58397521,0.346400448,0.230216446,0,33.3254443,35.76745987,46478,8713,5384,196,46120,0,15489,16624,107,161,Hispanic/Latino,0500000US72119
685,"Conecuh County, Alabama",11411,5730,5713,101,5221,27,17,0,30,386,5297,2816,2807,68,2207,0,17,0,17,240,6114,2914,2906,33,3014,27,0,0,13,146,50.21470511,50.06572605,0.885110858,45.75409692,0.236613794,0.148979055,0,0.262904215,3.382700903,11411,5730,5221,5713,101,0,30,386,17,27,White,0500000US01035
686,"Dearborn County, Indiana",50828,48385,48062,771,111,255,25,0,272,1780,25367,24284,24077,419,28,172,25,0,150,708,25461,24101,23985,352,83,83,0,0,122,1072,95.19359408,94.55811757,1.51688046,0.218383568,0.501691981,0.049185488,0,0.535138113,3.502006768,50828,48385,111,48062,771,0,272,1780,25,255,White,0500000US18029
687,"Jackson County, Indiana",46319,37783,37379,6288,515,1020,369,22,2560,4050,23622,18804,18525,3683,332,552,180,0,1525,2229,22697,18979,18854,2605,183,468,189,22,1035,1821,81.57127745,80.69906518,13.57542261,1.111854746,2.20212008,0.796649323,0.047496708,5.526889613,8.743712084,46319,37783,515,37379,6288,22,2560,4050,369,1020,White,0500000US18071
688,"Lee County, Mississippi",83138,52720,52321,2835,24885,890,210,219,1965,2249,39738,25412,25219,1467,11677,450,128,0,978,1093,43400,27308,27102,1368,13208,440,82,219,987,1156,63.41263923,62.93271428,3.409993024,29.93216099,1.070509274,0.252592076,0.263417451,2.363540138,2.70514085,83138,52720,24885,52321,2835,219,1965,2249,210,890,White,0500000US28081
689,"West Feliciana Parish, Louisiana",15381,7762,7745,222,7021,66,77,4,86,365,10459,4386,4369,144,5662,42,70,4,75,220,4922,3376,3376,78,1359,24,7,0,11,145,50.46485924,50.35433327,1.443339185,45.6472271,0.429100839,0.500617645,0.026006111,0.559131396,2.373057669,15381,7762,7021,7745,222,4,86,365,77,66,White,0500000US22125
690,"Crittenden County, Arkansas",47609,19214,18734,1476,24013,332,56,0,228,3766,22528,9521,9171,843,10854,162,48,0,142,1801,25081,9693,9563,633,13159,170,8,0,86,1965,40.35791552,39.34970279,3.100254154,50.43794241,0.69734714,0.117624819,0,0.478901048,7.910269067,47609,19214,24013,18734,1476,0,228,3766,56,332,Black,0500000US05035
691,"Jackson County, Florida",47652,31746,30749,2432,12107,287,140,50,677,2645,25789,16472,15929,1594,6983,113,107,49,455,1610,21863,15274,14820,838,5124,174,33,1,222,1035,66.62049861,64.52824645,5.103668262,25.40711827,0.60228322,0.293796693,0.10492739,1.420716864,5.550658944,47652,31746,12107,30749,2432,50,677,2645,140,287,White,0500000US12063
692,"Dickens County, Texas",1641,1282,1044,558,24,1,19,3,222,90,827,603,494,320,9,0,19,0,151,45,814,679,550,238,15,1,0,3,71,45,78.12309567,63.61974406,34.00365631,1.462522852,0.060938452,1.157830591,0.182815356,13.52833638,5.484460695,1641,1282,24,1044,558,3,222,90,19,1,White,0500000US48125
693,"Mathews County, Virginia",8517,7387,7218,219,713,0,0,21,68,328,4208,3723,3606,148,252,0,0,0,54,179,4309,3664,3612,71,461,0,0,21,14,149,86.73241752,84.74815076,2.571327932,8.371492309,0,0,0.246565692,0.798403194,3.851121287,8517,7387,713,7218,219,21,68,328,0,0,White,0500000US51115
694,"Renville County, North Dakota",2277,2205,2189,21,0,9,0,0,2,61,1162,1124,1108,20,0,6,0,0,2,30,1115,1081,1081,1,0,3,0,0,0,31,96.83794466,96.1352657,0.92226614,0,0.395256917,0,0,0.08783487,2.678963549,2277,2205,0,2189,21,0,2,61,0,9,White,0500000US38075
695,"La Salle County, Texas",6946,2966,951,5629,240,6,60,0,1123,2551,4130,1566,638,3176,240,6,39,0,506,1773,2816,1400,313,2453,0,0,21,0,617,778,42.70083501,13.69133314,81.03944716,3.455226029,0.086380651,0.863806507,0,16.16757846,36.72617334,6946,2966,240,951,5629,0,1123,2551,60,6,Hispanic/Latino,0500000US48283
696,"Onondaga County, New York",471611,358131,351786,27105,50946,18728,2530,261,8301,32714,228849,173983,170960,13482,23837,9106,1311,185,4308,16119,242762,184148,180826,13623,27109,9622,1219,76,3993,16595,75.93779619,74.59240773,5.747321415,10.80254701,3.971069377,0.536459073,0.055342221,1.760137062,6.93664906,471611,358131,50946,351786,27105,261,8301,32714,2530,18728,White,0500000US36067
697,"Henry County, Iowa",20228,17803,17511,1092,537,232,69,5,441,1141,10682,9180,8961,698,514,137,34,5,266,546,9546,8623,8550,394,23,95,35,0,175,595,88.011667,86.56812339,5.398457584,2.654736009,1.146925054,0.341111331,0.024718212,2.180146332,5.640696065,20228,17803,537,17511,1092,5,441,1141,69,232,White,0500000US19087
698,"Harlan County, Nebraska",3006,2830,2813,70,6,40,0,0,13,117,1536,1460,1459,19,2,0,0,0,1,73,1470,1370,1354,51,4,40,0,0,12,44,94.14504325,93.57950765,2.328675981,0.199600798,1.330671989,0,0,0.432468397,3.892215569,3006,2830,6,2813,70,0,13,117,0,40,White,0500000US31083
699,"Powder River County, Montana",1762,1559,1537,30,0,27,29,0,0,147,881,779,779,0,0,0,13,0,0,89,881,780,758,30,0,27,16,0,0,58,88.47900114,87.23041998,1.70261067,0,1.532349603,1.645856981,0,0,8.342792281,1762,1559,0,1537,30,0,0,147,29,27,White,0500000US30075
