OBJECTID,location,Metropolitan_Nonmetropolitan,crime_majority,All_Crime,Violent_Crime,Murder_and_Nonnegligent_Manslaughter,Rape,Robbery,Aggravated_Assault,Property_Crime,Burglary,Larceny_theft,Motor_Vehicle_Theft,Arson,pct_violent,pct_murder,pct_rape,pct_robbery,pct_assault,pct_property,pct_burglary,pct_larceny,pct_vehicle,pct_arson,GEOIDFQ
1,"Kiowa County, Oklahoma",Nonmetropolitan County,Property Crimes,28,2,0,0,0,2,12,2,7,3,0,7.142857143,0,0,0,7.142857143,42.85714286,7.142857143,25,10.71428571,0,0500000US40075
2,"Lake County, South Dakota",Nonmetropolitan County,Property Crimes,32,5,0,3,0,2,11,2,9,0,0,15.625,0,9.375,0,6.25,34.375,6.25,28.125,0,0,0500000US46079
3,"Caswell County, North Carolina",Nonmetropolitan County,Property Crimes,142,20,1,6,1,12,51,12,31,8,0,14.08450704,0.704225352,4.225352113,0.704225352,8.450704225,35.91549296,8.450704225,21.83098592,5.633802817,0,0500000US37033
4,"Presidio County, Texas",Nonmetropolitan County,Violent Crimes,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0500000US48377
5,"Greene County, Ohio",Metropolitan County,Property Crimes,619,24,0,9,1,14,282,39,198,45,7,3.877221325,0,1.453957997,0.161550889,2.261712439,45.55735057,6.300484653,31.98707593,7.269789984,1.13085622,0500000US39057
6,"Willacy County, Texas",Nonmetropolitan County,Property Crimes,146,22,0,2,0,20,50,19,22,9,2,15.06849315,0,1.369863014,0,13.69863014,34.24657534,13.01369863,15.06849315,6.164383562,1.369863014,0500000US48489
7,"Bayamón Municipio, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,0500000US72021
8,"Los Alamos County, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,0500000US35028
9,"Choctaw County, Oklahoma",Nonmetropolitan County,Property Crimes,158,18,1,3,1,13,59,24,22,13,4,11.39240506,0.632911392,1.898734177,0.632911392,8.227848101,37.34177215,15.18987342,13.92405063,8.227848101,2.53164557,0500000US40023
10,"Dickinson County, Kansas",Nonmetropolitan County,Property Crimes,76,6,0,1,0,5,32,6,22,4,0,7.894736842,0,1.315789474,0,6.578947368,42.10526316,7.894736842,28.94736842,5.263157895,0,0500000US20041
11,"Starr County, Texas",Nonmetropolitan County,Property Crimes,735,136,5,22,5,104,227,71,122,34,9,18.50340136,0.680272109,2.993197279,0.680272109,14.14965986,30.88435374,9.659863946,16.59863946,4.62585034,1.224489796,0500000US48427
12,"Effingham County, Georgia",Metropolitan County,Property Crimes,386,28,0,6,0,22,165,38,104,23,0,7.25388601,0,1.554404145,0,5.699481865,42.74611399,9.844559585,26.94300518,5.958549223,0,0500000US13103
13,"Roger Mills County, Oklahoma",Nonmetropolitan County,Property Crimes,40,3,0,1,0,2,17,4,8,5,0,7.5,0,2.5,0,5,42.5,10,20,12.5,0,0500000US40129
14,"Richland County, Wisconsin",Nonmetropolitan County,Property Crimes,70,10,0,1,0,9,25,1,19,5,0,14.28571429,0,1.428571429,0,12.85714286,35.71428571,1.428571429,27.14285714,7.142857143,0,0500000US55103
15,"Lea County, New Mexico",Nonmetropolitan County,Property Crimes,1512,103,1,8,6,88,653,116,469,68,0,6.812169312,0.066137566,0.529100529,0.396825397,5.82010582,43.18783069,7.671957672,31.01851852,4.497354497,0,0500000US35025
16,"Lamar County, Alabama",Nonmetropolitan County,Property Crimes,34,3,0,0,1,2,14,3,8,3,0,8.823529412,0,0,2.941176471,5.882352941,41.17647059,8.823529412,23.52941176,8.823529412,0,0500000US01075
17,"Florida Municipio, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,0500000US72054
18,"Marshall County, Tennessee",Nonmetropolitan County,Property Crimes,146,25,0,3,0,22,48,8,30,10,0,17.12328767,0,2.054794521,0,15.06849315,32.87671233,5.479452055,20.54794521,6.849315068,0,0500000US47117
19,"Appomattox County, Virginia",Metropolitan County,Property Crimes,219,22,0,0,0,22,87,6,81,0,1,10.0456621,0,0,0,10.0456621,39.7260274,2.739726027,36.98630137,0,0.456621005,0500000US51011
20,"Madison County, Arkansas",Metropolitan County,Property Crimes,341,73,1,14,0,58,97,32,49,16,1,21.40762463,0.293255132,4.105571848,0,17.00879765,28.4457478,9.384164223,14.36950147,4.692082111,0.293255132,0500000US05087
21,"St. Charles Parish, Louisiana",Metropolitan County,Property Crimes,1309,123,1,8,15,99,528,78,392,58,7,9.396485867,0.076394194,0.611153552,1.145912911,7.56302521,40.33613445,5.958747135,29.94652406,4.430863254,0.534759358,0500000US22089
22,"Poinsett County, Arkansas",Metropolitan County,Property Crimes,265,51,2,7,1,41,81,21,50,10,1,19.24528302,0.754716981,2.641509434,0.377358491,15.47169811,30.56603774,7.924528302,18.86792453,3.773584906,0.377358491,0500000US05111
23,"Gulf County, Florida",Nonmetropolitan County,Property Crimes,136,17,1,1,0,15,51,21,30,0,0,12.5,0.735294118,0.735294118,0,11.02941176,37.5,15.44117647,22.05882353,0,0,0500000US12045
24,"Hamblen County, Tennessee",Metropolitan County,Property Crimes,754,102,1,6,1,94,273,64,167,42,4,13.52785146,0.132625995,0.795755968,0.132625995,12.4668435,36.20689655,8.48806366,22.14854111,5.570291777,0.530503979,0500000US47063
25,"Ballard County, Kentucky",Metropolitan County,Property Crimes,120,4,0,0,0,4,56,19,27,10,0,3.333333333,0,0,0,3.333333333,46.66666667,15.83333333,22.5,8.333333333,0,0500000US21007
26,"Archer County, Texas",Metropolitan County,Property Crimes,20,3,0,0,0,3,7,3,3,1,0,15,0,0,0,15,35,15,15,5,0,0500000US48009
27,"Baylor County, Texas",Nonmetropolitan County,Property Crimes,6,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,50,0,33.33333333,16.66666667,0,0500000US48023
28,"San Augustine County, Texas",Nonmetropolitan County,Property Crimes,78,10,1,2,0,7,29,12,11,6,0,12.82051282,1.282051282,2.564102564,0,8.974358974,37.17948718,15.38461538,14.1025641,7.692307692,0,0500000US48405
29,"Storey County, Nevada",,,,,,,,,,,,,,,,,,,,,,,,0500000US32029
30,"Schley County, Georgia",Nonmetropolitan County,Property Crimes,38,5,0,0,0,5,14,2,12,0,0,13.15789474,0,0,0,13.15789474,36.84210526,5.263157895,31.57894737,0,0,0500000US13249
31,"Madison County, Texas",Nonmetropolitan County,Property Crimes,94,13,0,5,0,8,34,11,12,11,0,13.82978723,0,5.319148936,0,8.510638298,36.17021277,11.70212766,12.76595745,11.70212766,0,0500000US48313
32,"San Joaquin County, California",Metropolitan County,Property Crimes,5292,776,5,71,151,549,1849,452,1252,145,42,14.66364324,0.094482237,1.34164777,2.853363568,10.37414966,34.93953137,8.541194255,23.65835223,2.739984883,0.793650794,0500000US06077
33,"Winston County, Mississippi",Nonmetropolitan County,Property Crimes,204,33,5,8,3,17,68,34,29,5,2,16.17647059,2.450980392,3.921568627,1.470588235,8.333333333,33.33333333,16.66666667,14.21568627,2.450980392,0.980392157,0500000US28159
34,"Henry County, Kentucky",Metropolitan County,Property Crimes,25,2,0,1,0,1,10,2,5,3,1,8,0,4,0,4,40,8,20,12,4,0500000US21103
35,"Mercer County, Kentucky",Nonmetropolitan County,Property Crimes,42,1,0,0,0,1,20,5,10,5,0,2.380952381,0,0,0,2.380952381,47.61904762,11.9047619,23.80952381,11.9047619,0,0500000US21167
36,"Wheeler County, Nebraska",,,,,,,,,,,,,,,,,,,,,,,,0500000US31183
37,"Lewis County, Kentucky",Nonmetropolitan County,Property Crimes,62,4,0,0,0,4,27,5,15,7,0,6.451612903,0,0,0,6.451612903,43.5483871,8.064516129,24.19354839,11.29032258,0,0500000US21135
38,"Grant County, Minnesota",Nonmetropolitan County,Violent Crimes,25,9,1,0,1,7,3,2,1,0,1,36,4,0,4,28,12,8,4,0,4,0500000US27051
39,"Humphreys County, Mississippi",,,,,,,,,,,,,,,,,,,,,,,,0500000US28053
40,"Clarke County, Alabama",Nonmetropolitan County,Property Crimes,218,36,1,1,4,30,73,12,44,17,0,16.51376147,0.458715596,0.458715596,1.834862385,13.76146789,33.48623853,5.504587156,20.18348624,7.798165138,0,0500000US01025
41,"Chase County, Kansas",Nonmetropolitan County,Property Crimes,60,4,0,1,0,3,26,6,16,4,0,6.666666667,0,1.666666667,0,5,43.33333333,10,26.66666667,6.666666667,0,0500000US20017
42,"Trigg County, Kentucky",Metropolitan County,Property Crimes,129,4,0,0,1,3,60,23,29,8,1,3.100775194,0,0,0.775193798,2.325581395,46.51162791,17.82945736,22.48062016,6.201550388,0.775193798,0500000US21221
43,"Jasper County, Iowa",Metropolitan County,Property Crimes,147,6,0,2,0,4,67,19,33,15,1,4.081632653,0,1.360544218,0,2.721088435,45.57823129,12.92517007,22.44897959,10.20408163,0.680272109,0500000US19099
44,"Wayne County, Mississippi",Nonmetropolitan County,Property Crimes,395,48,0,2,0,46,149,32,89,28,1,12.15189873,0,0.506329114,0,11.64556962,37.72151899,8.101265823,22.53164557,7.088607595,0.253164557,0500000US28153
45,"Cottle County, Texas",,,,,,,,,,,,,,,,,,,,,,,,0500000US48101
46,"Greensville County, Virginia",Nonmetropolitan County,Property Crimes,174,19,3,4,0,12,68,14,44,10,0,10.91954023,1.724137931,2.298850575,0,6.896551724,39.08045977,8.045977011,25.28735632,5.747126437,0,0500000US51081
47,"Polk County, Florida",Metropolitan County,Property Crimes,8748,1276,8,69,106,1093,3095,546,2215,334,6,14.58619113,0.091449474,0.788751715,1.211705533,12.49428441,35.37951532,6.241426612,25.32007316,3.818015546,0.068587106,0500000US12105
48,"Young County, Texas",Nonmetropolitan County,Violent Crimes,8,4,0,0,0,4,0,0,0,0,0,50,0,0,0,50,0,0,0,0,0,0500000US48503
49,"Tallapoosa County, Alabama",Nonmetropolitan County,Property Crimes,139,8,0,3,0,5,61,14,38,9,1,5.755395683,0,2.158273381,0,3.597122302,43.88489209,10.07194245,27.3381295,6.474820144,0.71942446,0500000US01123
50,"Rockingham County, New Hampshire",Metropolitan County,Violent Crimes,49,16,0,6,0,10,8,0,7,1,1,32.65306122,0,12.24489796,0,20.40816327,16.32653061,0,14.28571429,2.040816327,2.040816327,0500000US33015
51,"Rio Grande County, Colorado",Nonmetropolitan County,Violent Crimes,30,9,0,0,0,9,6,4,1,1,0,30,0,0,0,30,20,13.33333333,3.333333333,3.333333333,0,0500000US08105
52,"Plymouth County, Iowa",Nonmetropolitan County,Property Crimes,68,6,0,1,0,5,28,8,18,2,0,8.823529412,0,1.470588235,0,7.352941176,41.17647059,11.76470588,26.47058824,2.941176471,0,0500000US19149
53,"Yates County, New York",Nonmetropolitan County,Property Crimes,156,8,0,4,0,4,70,22,43,5,0,5.128205128,0,2.564102564,0,2.564102564,44.87179487,14.1025641,27.56410256,3.205128205,0,0500000US36123
54,"King County, Washington",Metropolitan County,Property Crimes,7772,490,14,75,135,266,3374,567,1826,981,44,6.304683479,0.180133814,0.965002573,1.737004632,3.42254246,43.4122491,7.295419454,23.49459599,12.62223366,0.566134843,0500000US53033
55,"Deschutes County, Oregon",Metropolitan County,Property Crimes,1071,61,0,9,1,51,468,69,328,71,13,5.695611578,0,0.840336134,0.093370682,4.761904762,43.69747899,6.442577031,30.62558357,6.629318394,1.213818861,0500000US41017
56,"Pottawattamie County, Iowa",Metropolitan County,Property Crimes,334,38,0,18,0,20,128,20,88,20,2,11.37724551,0,5.389221557,0,5.988023952,38.32335329,5.988023952,26.34730539,5.988023952,0.598802395,0500000US19155
57,"Christian County, Missouri",Metropolitan County,Property Crimes,392,45,0,13,0,32,151,19,114,18,0,11.47959184,0,3.316326531,0,8.163265306,38.52040816,4.846938776,29.08163265,4.591836735,0,0500000US29043
58,"Ciales Municipio, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,0500000US72039
59,"Lamar County, Mississippi",,,,,,,,,,,,,,,,,,,,,,,,0500000US28073
60,"Ripley County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,0500000US18137
61,"Mercer County, North Dakota",Nonmetropolitan County,Property Crimes,32,2,0,1,1,0,14,3,9,2,0,6.25,0,3.125,3.125,0,43.75,9.375,28.125,6.25,0,0500000US38057
62,"Hart County, Georgia",Nonmetropolitan County,Property Crimes,380,56,0,5,0,51,134,26,92,16,0,14.73684211,0,1.315789474,0,13.42105263,35.26315789,6.842105263,24.21052632,4.210526316,0,0500000US13147
63,"Jackson Parish, Louisiana",Nonmetropolitan County,Violent Crimes,92,24,0,2,0,22,22,6,10,6,0,26.08695652,0,2.173913043,0,23.91304348,23.91304348,6.52173913,10.86956522,6.52173913,0,0500000US22049
64,"Northumberland County, Virginia",Nonmetropolitan County,Property Crimes,186,15,1,2,0,12,77,9,63,5,2,8.064516129,0.537634409,1.075268817,0,6.451612903,41.39784946,4.838709677,33.87096774,2.688172043,1.075268817,0500000US51133
65,"Fort Bend County, Texas",Metropolitan County,Property Crimes,12032,823,18,142,111,552,5192,728,4074,390,2,6.840093085,0.149601064,1.18018617,0.922539894,4.587765957,43.15159574,6.050531915,33.85970745,3.241356383,0.01662234,0500000US48157
66,"Green Lake County, Wisconsin",Nonmetropolitan County,Property Crimes,52,0,0,0,0,0,26,3,22,1,0,0,0,0,0,0,50,5.769230769,42.30769231,1.923076923,0,0500000US55047
67,"Pondera County, Montana",Nonmetropolitan County,Property Crimes,40,4,0,0,0,4,16,2,12,2,0,10,0,0,0,10,40,5,30,5,0,0500000US30073
68,"Walworth County, Wisconsin",Nonmetropolitan County,Property Crimes,255,20,0,3,0,17,106,19,81,6,3,7.843137255,0,1.176470588,0,6.666666667,41.56862745,7.450980392,31.76470588,2.352941176,1.176470588,0500000US55127
69,"Mineral County, Nevada",Nonmetropolitan County,Property Crimes,113,7,0,2,0,5,49,5,24,20,1,6.194690265,0,1.769911504,0,4.424778761,43.36283186,4.424778761,21.23893805,17.69911504,0.884955752,0500000US32021
70,"Howard County, Indiana",Metropolitan County,Property Crimes,283,41,0,7,1,33,100,23,65,12,1,14.48763251,0,2.473498233,0.35335689,11.66077739,35.33568905,8.127208481,22.96819788,4.240282686,0.35335689,0500000US18067
71,"Pike County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,0500000US18125
72,"Christian County, Kentucky",Metropolitan County,Property Crimes,284,13,0,1,3,9,129,40,72,17,0,4.577464789,0,0.352112676,1.056338028,3.169014085,45.42253521,14.08450704,25.35211268,5.985915493,0,0500000US21047
73,"Eaton County, Michigan",Metropolitan County,Property Crimes,1634,99,3,23,8,65,716,70,519,127,4,6.05875153,0.183598531,1.407588739,0.489596083,3.977968176,43.81884945,4.283965728,31.7625459,7.772337821,0.244798042,0500000US26045
74,"Wapello County, Iowa",Nonmetropolitan County,Property Crimes,236,17,0,2,1,14,101,32,58,11,0,7.203389831,0,0.847457627,0.423728814,5.93220339,42.79661017,13.55932203,24.57627119,4.661016949,0,0500000US19179
75,"Imperial County, California",Metropolitan County,Property Crimes,770,108,3,12,6,87,267,77,155,35,20,14.02597403,0.38961039,1.558441558,0.779220779,11.2987013,34.67532468,10,20.12987013,4.545454545,2.597402597,0500000US06025
76,"Cass County, Michigan",Metropolitan County,Property Crimes,738,45,0,17,1,27,323,72,196,55,2,6.097560976,0,2.303523035,0.135501355,3.658536585,43.76693767,9.756097561,26.55826558,7.452574526,0.27100271,0500000US26027
77,"Bristol County, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,0500000US44001
78,"Bosque County, Texas",Metropolitan County,Property Crimes,114,14,0,2,0,12,43,7,32,4,0,12.28070175,0,1.754385965,0,10.52631579,37.71929825,6.140350877,28.07017544,3.50877193,0,0500000US48035
79,"Newport County, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,0500000US44005
80,"Fairfield County, Ohio",Metropolitan County,Property Crimes,1329,59,2,16,5,36,605,53,507,45,1,4.439428141,0.15048909,1.203912716,0.376222724,2.708803612,45.52294959,3.987960873,38.1489842,3.386004515,0.075244545,0500000US39045
81,"Pierce County, North Dakota",,,,,,,,,,,,,,,,,,,,,,,,0500000US38069
82,"Carroll County, Illinois",Nonmetropolitan County,Property Crimes,50,0,0,0,0,0,25,11,10,4,0,0,0,0,0,0,50,22,20,8,0,0500000US17015
83,"Red Lake County, Minnesota",Nonmetropolitan County,Property Crimes,24,4,0,0,0,4,8,3,4,1,0,16.66666667,0,0,0,16.66666667,33.33333333,12.5,16.66666667,4.166666667,0,0500000US27125
84,"Jefferson County, Oregon",Metropolitan County,Property Crimes,146,7,0,2,0,5,66,9,43,14,0,4.794520548,0,1.369863014,0,3.424657534,45.20547945,6.164383562,29.45205479,9.589041096,0,0500000US41031
85,"Cheatham County, Tennessee",Metropolitan County,Property Crimes,578,96,0,3,1,92,193,15,123,55,0,16.60899654,0,0.519031142,0.173010381,15.91695502,33.39100346,2.595155709,21.28027682,9.515570934,0,0500000US47021
86,"McCone County, Montana",Nonmetropolitan County,Property Crimes,16,2,0,0,0,2,6,2,0,4,0,12.5,0,0,0,12.5,37.5,12.5,0,25,0,0500000US30055
87,"Buchanan County, Iowa",Nonmetropolitan County,Property Crimes,134,22,0,4,0,18,45,10,26,9,0,16.41791045,0,2.985074627,0,13.43283582,33.58208955,7.462686567,19.40298507,6.71641791,0,0500000US19019
88,"DuPage County, Illinois",Metropolitan County,Property Crimes,789,53,2,15,6,30,340,70,233,37,3,6.717363752,0.253485425,1.901140684,0.760456274,3.802281369,43.09252218,8.871989861,29.53105196,4.689480355,0.380228137,0500000US17043
89,"Fall River County, South Dakota",Nonmetropolitan County,Property Crimes,16,2,0,1,0,1,6,3,3,0,0,12.5,0,6.25,0,6.25,37.5,18.75,18.75,0,0,0500000US46047
90,"Kittson County, Minnesota",Nonmetropolitan County,Property Crimes,23,2,0,0,0,2,9,3,4,2,1,8.695652174,0,0,0,8.695652174,39.13043478,13.04347826,17.39130435,8.695652174,4.347826087,0500000US27069
91,"Oconee County, Georgia",Metropolitan County,Property Crimes,1081,28,0,3,4,21,511,37,463,11,3,2.590194265,0,0.277520814,0.370027752,1.942645698,47.27104533,3.422756707,42.8307123,1.017576318,0.277520814,0500000US13219
92,"Wilson County, Texas",Metropolitan County,Property Crimes,860,45,0,11,3,31,384,72,255,57,2,5.23255814,0,1.279069767,0.348837209,3.604651163,44.65116279,8.372093023,29.65116279,6.627906977,0.23255814,0500000US48493
93,"Fillmore County, Nebraska",,,,,,,,,,,,,,,,,,,,,,,,0500000US31059
94,"Madison County, Florida",Nonmetropolitan County,Property Crimes,339,37,0,1,1,35,132,44,84,4,1,10.91445428,0,0.294985251,0.294985251,10.32448378,38.9380531,12.97935103,24.77876106,1.179941003,0.294985251,0500000US12079
95,"Carolina Municipio, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,0500000US72031
96,"Sullivan County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,0500000US18153
97,"La Paz County, Arizona",,,,,,,,,,,,,,,,,,,,,,,,0500000US04012
98,"Brooks County, Georgia",Metropolitan County,Property Crimes,212,10,0,2,0,8,96,21,60,15,0,4.716981132,0,0.943396226,0,3.773584906,45.28301887,9.905660377,28.30188679,7.075471698,0,0500000US13027
99,"Aleutians West Census Area, Alaska",,,,,,,,,,,,,,,,,,,,,,,,0500000US02016
100,"Kodiak Island Borough, Alaska",,,,,,,,,,,,,,,,,,,,,,,,0500000US02150
101,"Stafford County, Kansas",,,,,,,,,,,,,,,,,,,,,,,,0500000US20185
102,"Telfair County, Georgia",,,,,,,,,,,,,,,,,,,,,,,,0500000US13271
103,"Monroe County, Michigan",Metropolitan County,Property Crimes,2334,224,0,35,12,177,941,151,721,69,4,9.597257926,0,1.499571551,0.514138817,7.583547558,40.31705227,6.46958012,30.89117395,2.956298201,0.171379606,0500000US26115
104,"White County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,0500000US18181
105,"Noble County, Indiana",Nonmetropolitan County,Property Crimes,236,15,0,5,2,8,102,34,49,19,2,6.355932203,0,2.118644068,0.847457627,3.389830508,43.22033898,14.40677966,20.76271186,8.050847458,0.847457627,0500000US18113
106,"Greene County, Georgia",Nonmetropolitan County,Property Crimes,184,16,0,1,1,14,76,7,60,9,0,8.695652174,0,0.543478261,0.543478261,7.608695652,41.30434783,3.804347826,32.60869565,4.891304348,0,0500000US13133
107,"Buffalo County, South Dakota",,,,,,,,,,,,,,,,,,,,,,,,0500000US46017
108,"Mellette County, South Dakota",,,,,,,,,,,,,,,,,,,,,,,,0500000US46095
109,"Ector County, Texas",Metropolitan County,Property Crimes,920,85,4,8,6,67,375,59,225,91,0,9.239130435,0.434782609,0.869565217,0.652173913,7.282608696,40.76086957,6.413043478,24.45652174,9.891304348,0,0500000US48135
110,"Limestone County, Texas",Nonmetropolitan County,Property Crimes,294,38,0,7,1,30,109,34,70,5,0,12.92517007,0,2.380952381,0.340136054,10.20408163,37.07482993,11.56462585,23.80952381,1.700680272,0,0500000US48293
111,"Grays Harbor County, Washington",Nonmetropolitan County,Property Crimes,536,56,1,18,4,33,209,96,88,25,6,10.44776119,0.186567164,3.358208955,0.746268657,6.156716418,38.99253731,17.91044776,16.41791045,4.664179104,1.119402985,0500000US53027
112,"Berkeley County, West Virginia",Metropolitan County,Property Crimes,694,112,8,23,7,74,234,31,196,7,2,16.13832853,1.152737752,3.314121037,1.008645533,10.66282421,33.71757925,4.46685879,28.24207493,1.008645533,0.288184438,0500000US54003
113,"Villalba Municipio, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,0500000US72149
114,"Park County, Montana",Nonmetropolitan County,Property Crimes,98,12,0,5,0,7,37,2,32,3,0,12.24489796,0,5.102040816,0,7.142857143,37.75510204,2.040816327,32.65306122,3.06122449,0,0500000US30067
115,"Denton County, Texas",Metropolitan County,Property Crimes,1106,74,1,14,1,58,479,106,321,52,0,6.690777577,0.090415913,1.265822785,0.090415913,5.244122966,43.30922242,9.584086799,29.02350814,4.701627486,0,0500000US48121
116,"Cherokee County, South Carolina",Nonmetropolitan County,Property Crimes,1450,119,5,12,9,93,604,134,363,107,4,8.206896552,0.344827586,0.827586207,0.620689655,6.413793103,41.65517241,9.24137931,25.03448276,7.379310345,0.275862069,0500000US45021
117,"Yancey County, North Carolina",Nonmetropolitan County,Property Crimes,124,6,0,0,1,5,55,18,30,7,2,4.838709677,0,0,0.806451613,4.032258065,44.35483871,14.51612903,24.19354839,5.64516129,1.612903226,0500000US37199
118,"Red River County, Texas",Nonmetropolitan County,Property Crimes,162,20,0,1,0,19,60,12,40,8,2,12.34567901,0,0.617283951,0,11.72839506,37.03703704,7.407407407,24.69135802,4.938271605,1.234567901,0500000US48387
119,"Matagorda County, Texas",Nonmetropolitan County,Property Crimes,594,92,1,8,2,81,205,45,130,30,0,15.48821549,0.168350168,1.346801347,0.336700337,13.63636364,34.51178451,7.575757576,21.88552189,5.050505051,0,0500000US48321
120,"Stevens County, Minnesota",Nonmetropolitan County,Property Crimes,172,6,0,1,0,5,80,14,65,1,0,3.488372093,0,0.581395349,0,2.906976744,46.51162791,8.139534884,37.79069767,0.581395349,0,0500000US27149
121,"Warren County, Georgia",,,,,,,,,,,,,,,,,,,,,,,,0500000US13301
122,"Hardeman County, Texas",Nonmetropolitan County,Violent Crimes,8,4,0,1,0,3,0,0,0,0,0,50,0,12.5,0,37.5,0,0,0,0,0,0500000US48197
123,"Monroe County, Illinois",Metropolitan County,Property Crimes,19,3,0,0,0,3,6,3,3,0,1,15.78947368,0,0,0,15.78947368,31.57894737,15.78947368,15.78947368,0,5.263157895,0500000US17133
124,"Jenkins County, Georgia",,,,,,,,,,,,,,,,,,,,,,,,0500000US13165
125,"Grayson County, Kentucky",Nonmetropolitan County,Property Crimes,141,9,0,6,1,2,61,19,31,11,1,6.382978723,0,4.255319149,0.709219858,1.418439716,43.26241135,13.4751773,21.9858156,7.80141844,0.709219858,0500000US21085
126,"Palo Pinto County, Texas",Nonmetropolitan County,Property Crimes,275,24,1,8,0,15,113,27,66,20,1,8.727272727,0.363636364,2.909090909,0,5.454545455,41.09090909,9.818181818,24,7.272727273,0.363636364,0500000US48363
127,"Heard County, Georgia",Metropolitan County,Property Crimes,180,7,2,3,0,2,83,29,47,7,0,3.888888889,1.111111111,1.666666667,0,1.111111111,46.11111111,16.11111111,26.11111111,3.888888889,0,0500000US13149
128,"Lawrence County, Alabama",Metropolitan County,Property Crimes,139,19,0,0,3,16,50,11,25,14,1,13.66906475,0,0,2.158273381,11.51079137,35.97122302,7.913669065,17.98561151,10.07194245,0.71942446,0500000US01079
129,"Guaynabo Municipio, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,0500000US72061
130,"Marshall County, Mississippi",,,,,,,,,,,,,,,,,,,,,,,,0500000US28093
131,"Clark County, Kansas",Nonmetropolitan County,Property Crimes,34,8,0,1,1,6,9,0,9,0,0,23.52941176,0,2.941176471,2.941176471,17.64705882,26.47058824,0,26.47058824,0,0,0500000US20025
132,"Haskell County, Kansas",Nonmetropolitan County,Property Crimes,32,3,0,0,0,3,13,4,6,3,0,9.375,0,0,0,9.375,40.625,12.5,18.75,9.375,0,0500000US20081
133,"Bienville Parish, Louisiana",Nonmetropolitan County,Property Crimes,212,27,0,0,3,24,79,19,52,8,0,12.73584906,0,0,1.41509434,11.32075472,37.26415094,8.962264151,24.52830189,3.773584906,0,0500000US22013
134,"Walker County, Georgia",,,,,,,,,,,,,,,,,,,,,,,,0500000US13295
135,"Wilkin County, Minnesota",Nonmetropolitan County,Property Crimes,8,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,50,0,50,0,0,0500000US27167
136,"Randolph County, Illinois",Nonmetropolitan County,Property Crimes,6,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,50,0,50,0,0,0500000US17157
137,"Kennebec County, Maine",Nonmetropolitan County,Property Crimes,478,29,0,16,1,12,210,24,167,19,0,6.066945607,0,3.347280335,0.209205021,2.510460251,43.93305439,5.020920502,34.93723849,3.974895397,0,0500000US23011
138,"Smyth County, Virginia",Nonmetropolitan County,Property Crimes,278,24,0,8,0,16,113,12,86,15,4,8.633093525,0,2.877697842,0,5.755395683,40.64748201,4.316546763,30.9352518,5.395683453,1.438848921,0500000US51173
139,"Roosevelt County, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,0500000US35041
140,"Somerset County, Pennsylvania",,,,,,,,,,,,,,,,,,,,,,,,0500000US42111
141,"Washington County, Virginia",Metropolitan County,Property Crimes,1040,53,1,20,1,31,467,63,361,43,0,5.096153846,0.096153846,1.923076923,0.096153846,2.980769231,44.90384615,6.057692308,34.71153846,4.134615385,0,0500000US51191
142,"Guilford County, North Carolina",Metropolitan County,Property Crimes,2207,295,6,30,30,229,803,151,534,118,11,13.36656094,0.271862256,1.359311282,1.359311282,10.37607612,36.38423199,6.841866787,24.19574082,5.346624377,0.498414137,0500000US37081
143,"Ada County, Idaho",Metropolitan County,Property Crimes,1513,216,2,61,6,147,538,78,399,61,5,14.27627231,0.132187707,4.03172505,0.39656312,9.715796431,35.55849306,5.155320555,26.37144746,4.03172505,0.330469266,0500000US16001
144,"Custer County, Oklahoma",Nonmetropolitan County,Property Crimes,133,6,0,1,1,4,59,5,41,13,3,4.511278195,0,0.751879699,0.751879699,3.007518797,44.36090226,3.759398496,30.82706767,9.77443609,2.255639098,0500000US40039
145,"Marion County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,0500000US39101
146,"Pike County, Illinois",Nonmetropolitan County,Property Crimes,42,6,0,3,0,3,15,2,12,1,0,14.28571429,0,7.142857143,0,7.142857143,35.71428571,4.761904762,28.57142857,2.380952381,0,0500000US17149
147,"Woodford County, Illinois",,,,,,,,,,,,,,,,,,,,,,,,0500000US17203
148,"Richmond County, Georgia",,,,,,,,,,,,,,,,,,,,,,,,0500000US13245
