OBJECTID,Location,median,median_white,median_white_only,median_hispanic,median_black_only,median_asian,median_native,median_native_islander,median_other,median_two_or_more,GEOIDFQ
1782,"Dimmit County, Texas",33409,48750,107798,28639,0,0,0,0,0,23827,0500000US48127
1783,"Fillmore County, Minnesota",75225,74721,74715,108750,0,70583,0,0,0,106136,0500000US27045
1784,"Chester County, South Carolina",51216,59672,59672,0,38188,146484,63523,0,0,57639,0500000US45023
1785,"Lac qui Parle County, Minnesota",71639,72996,73039,53125,0,0,0,0,0,43125,0500000US27073
1786,"Cache County, Utah",78292,80047,80789,68581,49239,63958,76661,64821,68214,67855,0500000US49005
1787,"Pierce County, Wisconsin",88802,90021,90049,59535,0,112566,0,0,70755,88333,0500000US55093
1788,"Charlton County, Georgia",48534,53031,52688,0,39164,0,0,0,0,66914,0500000US13049
1789,"Polk County, Georgia",55308,59539,59836,41607,36469,0,0,0,0,51413,0500000US13233
1790,"Wasatch County, Utah",115146,117913,118431,73036,0,174630,0,0,90375,74464,0500000US49051
1791,"Caribou County, Idaho",66653,66127,67132,59904,0,0,0,0,0,71875,0500000US16029
1792,"Rockingham County, North Carolina",55796,60012,59063,74641,41679,0,58000,0,85549,47083,0500000US37157
1793,"Prairie County, Arkansas",51094,57935,57935,0,36000,0,0,0,0,0,0500000US05117
1794,"Bradley County, Arkansas",39565,57243,58079,74732,20276,0,0,0,73281,108750,0500000US05011
1795,"Hamilton County, Texas",55339,55716,55966,46012,0,0,0,0,65125,46188,0500000US48193
1796,"Fayette County, Kentucky",67631,74825,75025,58300,44035,76161,60893,0,51905,52303,0500000US21067
1797,"Hancock County, Kentucky",66836,67432,67342,0,0,0,0,0,0,19167,0500000US21091
1798,"Brown County, South Dakota",70239,72510,72407,55267,85893,75241,55716,0,47279,61690,0500000US46013
1799,"Barbour County, West Virginia",48347,48750,48750,0,0,0,0,0,92813,45245,0500000US54001
1800,"Wayne County, Tennessee",52824,51883,51791,0,65481,0,0,0,0,55657,0500000US47181
1801,"Box Butte County, Nebraska",68778,68210,68608,58828,0,0,0,0,0,70072,0500000US31013
1802,"Northumberland County, Pennsylvania",57948,58658,59249,31128,43295,148607,0,0,44375,40100,0500000US42097
1803,"Victoria County, Texas",70101,71917,78605,67895,39076,146591,0,0,80536,69286,0500000US48469
1804,,,,,,,,,,,,0500000US60020
1805,,,,,,,,,,,,0500000US69120
1806,"Buena Vista city, Virginia",54458,51831,51626,0,36940,0,0,0,0,95049,0500000US51530
1807,"St. Clair County, Michigan",69349,70649,70323,88091,35859,57625,0,0,71920,55459,0500000US26147
1808,"Thurston County, Nebraska",64838,68194,68287,97857,0,0,54000,0,0,55750,0500000US31173
1809,"Lamoille County, Vermont",69897,70567,70892,69450,76150,0,50833,0,48456,86944,0500000US50015
1810,"Franklin County, Virginia",68348,70261,70737,49208,54160,122778,74135,0,72171,49583,0500000US51067
1811,"Blaine County, Oklahoma",59304,62326,62465,41600,51090,0,60250,0,55000,39167,0500000US40011
1812,"Johnson County, Iowa",74721,81941,82611,55792,40691,63940,31111,0,53487,57289,0500000US19103
1813,"Neosho County, Kansas",55704,56134,56410,56830,20927,0,0,0,0,66042,0500000US20133
1814,"Greenup County, Kentucky",59613,59668,59532,82868,65000,72396,0,0,0,51923,0500000US21089
1815,"Linn County, Kansas",59200,59311,59246,0,0,0,0,0,0,0,0500000US20107
1816,"Garfield County, Utah",61688,63317,59875,87563,0,0,0,0,0,0,0500000US49017
1817,"Eureka County, Nevada",73095,90972,74048,0,0,0,-2500,0,0,0,0500000US32011
1818,"Hayes County, Nebraska",60313,59375,59306,110833,0,0,0,0,110833,250000,0500000US31085
1819,"Montmorency County, Michigan",47803,48088,48199,113372,0,0,0,0,0,59250,0500000US26119
1820,"Oscoda County, Michigan",50581,50215,50126,67375,0,0,0,0,0,57500,0500000US26135
1821,"Colfax County, New Mexico",52690,56507,57475,44395,0,0,34875,0,44732,40156,0500000US35007
1822,"St. Clair County, Illinois",70178,81060,81327,64433,43710,68779,93598,0,71667,70332,0500000US17163
1823,"Washington County, Illinois",75652,76011,75750,120625,0,0,0,0,0,53750,0500000US17189
1824,"Bedford County, Pennsylvania",60302,60493,60429,58295,23787,118188,96500,0,0,59205,0500000US42009
1825,"Scott County, Arkansas",45955,43750,43479,56964,0,50250,0,0,56627,90250,0500000US05127
1826,"Labette County, Kansas",55439,56277,56528,34280,35656,0,60625,0,56667,61953,0500000US20099
1827,"Callahan County, Texas",68455,68348,68391,64063,0,0,16250,0,0,66875,0500000US48059
1828,"Rains County, Texas",64874,70172,70388,36216,34814,116012,-2500,0,36115,31898,0500000US48379
1829,"Grant County, Kansas",72484,71188,115565,59953,0,0,0,0,0,0,0500000US20067
1830,"Lee County, Virginia",42269,42761,42814,0,-2500,0,0,0,0,9714,0500000US51105
1831,"Sierra County, New Mexico",37840,36753,34892,39597,0,0,21189,0,38355,50250,0500000US35051
1832,"Drew County, Arkansas",41071,49522,50106,0,22337,0,0,0,0,51500,0500000US05043
1833,"Morrill County, Nebraska",59773,60446,60871,52250,0,0,0,0,93750,50833,0500000US31123
1834,"Daniels County, Montana",58000,70375,70375,0,0,0,0,0,0,49028,0500000US30019
1835,"Leon County, Florida",65074,78691,78975,70563,45114,87344,85875,0,57481,65774,0500000US12073
1836,"Payne County, Oklahoma",48937,53404,54144,39578,40625,31300,36250,0,41635,43062,0500000US40119
1837,"Covington County, Alabama",50886,55390,55536,49297,31438,0,31750,0,51544,61875,0500000US01039
1838,"Lawrence County, Indiana",65551,65327,65234,95833,0,0,102353,0,84226,55938,0500000US18093
1839,"Gray County, Kansas",77885,77692,78606,72083,0,0,0,0,94000,70313,0500000US20069
1840,"Casey County, Kentucky",41689,42383,41608,55401,0,0,0,0,0,15944,0500000US21045
1841,"Metcalfe County, Kentucky",48572,48098,48098,0,86030,0,0,0,0,0,0500000US21169
1842,"Russell County, Kentucky",50520,51347,51273,0,14479,0,0,0,0,0,0500000US21207
1843,"Beauregard Parish, Louisiana",64995,66476,66549,95086,52269,64038,0,0,59284,85375,0500000US22011
1844,"Somerset County, Maine",56199,55809,55904,75685,165694,68163,63906,0,87863,62375,0500000US23025
1845,"Cimarron County, Oklahoma",57204,65694,62917,0,0,0,0,0,0,56000,0500000US40025
1846,"Jackson County, Iowa",71605,73383,72913,0,0,0,0,0,0,79167,0500000US19097
1847,"Nelson County, North Dakota",68051,68468,68347,0,0,19063,0,0,0,49000,0500000US38063
1848,"Clinton County, New York",69208,69839,69841,54808,58581,63452,0,0,0,61563,0500000US36019
1849,"Garfield County, Colorado",86172,88579,93594,68843,41860,108375,45520,72969,66973,82921,0500000US08045
1850,"Mackinac County, Michigan",58598,59947,60019,83456,0,48750,48889,0,0,48929,0500000US26097
1851,"McCulloch County, Texas",51919,53837,55781,44557,0,0,0,0,75417,40531,0500000US48307
1852,"Tishomingo County, Mississippi",46257,46922,46935,20000,0,-2500,0,0,46598,19736,0500000US28141
1853,"Crockett County, Texas",81739,67069,67069,109470,0,0,0,0,107538,0,0500000US48105
1854,"Hill County, Texas",63147,65867,65939,61347,39722,0,72917,0,54875,66719,0500000US48217
1855,"Logan County, Colorado",55074,54186,53860,53179,38853,0,190625,0,92399,42634,0500000US08075
1856,"Finney County, Kansas",72437,74711,78545,66000,67120,96250,0,0,59463,63732,0500000US20055
1857,"Waller County, Texas",76135,106592,112817,68252,37264,0,195812,0,56797,75301,0500000US48473
1858,"Monroe County, Alabama",40225,59167,59211,0,29049,58000,35583,0,0,0,0500000US01099
1859,"Essex County, Vermont",58985,58937,59179,0,0,0,0,0,0,58819,0500000US50009
1860,"Benton County, Missouri",52200,54514,54069,0,0,0,30500,0,0,24583,0500000US29015
1861,"Pike County, Arkansas",51000,53977,52549,56068,21094,0,0,0,48241,39871,0500000US05109
1862,"Mesa County, Colorado",71485,72026,72486,64120,78125,63819,58750,0,57438,68150,0500000US08077
1863,"Dent County, Missouri",54306,56441,56091,51250,0,0,33750,0,0,22317,0500000US29065
1864,"Tazewell County, Virginia",45788,46116,46103,0,0,250000,0,0,0,61500,0500000US51185
1865,"Pike County, Pennsylvania",79318,77654,79075,72070,82443,0,0,0,81328,105392,0500000US42103
1866,"Susquehanna County, Pennsylvania",66930,67149,67188,66635,61250,55156,0,0,55000,62625,0500000US42115
1867,"Morris County, Texas",55082,58068,57106,118516,30987,0,0,0,93977,0,0500000US48343
1868,"Washington County, Pennsylvania",77487,78890,78801,94259,31927,143207,36053,0,106339,74083,0500000US42125
1869,"Addison County, Vermont",88478,88582,88560,0,0,0,80417,0,0,96786,0500000US50001
1870,"Leavenworth County, Kansas",86906,91086,92727,62247,66233,79167,101771,0,67875,61708,0500000US20103
1871,"Muskegon County, Michigan",63495,67855,67854,75625,35105,70515,46122,0,64500,64817,0500000US26121
1872,"Lynchburg city, Virginia",59808,70386,70415,66912,37235,61250,26272,0,46885,59688,0500000US51680
1873,"Saline County, Arkansas",76534,77921,78376,70403,64967,0,85242,0,52911,82339,0500000US05125
1874,"Monroe County, Pennsylvania",82374,80564,80868,88542,77700,97833,115833,0,69691,101821,0500000US42089
1875,"Newton County, Arkansas",47395,47414,47928,29554,0,0,39750,0,0,68889,0500000US05101
1876,"Cavalier County, North Dakota",67064,67238,67238,0,0,0,0,0,0,123083,0500000US38019
1877,"Dale County, Alabama",53955,60746,60825,61458,34447,37386,50500,0,0,66912,0500000US01045
1878,"Logan County, Kansas",71389,70880,71111,0,0,0,0,0,0,90455,0500000US20109
1879,"Madera County, California",75496,84620,85128,65098,0,85278,73125,0,59501,78214,0500000US06039
1880,"Gentry County, Missouri",57458,56674,56398,0,0,0,0,0,0,63594,0500000US29075
1881,"Blaine County, Nebraska",61250,61250,61250,0,0,0,0,0,0,0,0500000US31009
1882,"Daggett County, Utah",58750,56719,56719,0,0,0,0,0,0,0,0500000US49009
1883,"Platte County, Wyoming",66299,65874,66514,0,0,0,0,0,0,97665,0500000US56031
1884,"Gaston County, North Carolina",65472,69989,70416,48612,51487,102147,67969,51181,47227,58931,0500000US37071
1885,"Hickman County, Tennessee",57223,57517,58783,55663,47949,0,0,0,0,0,0500000US47081
1886,"Tunica County, Mississippi",38402,55433,55433,0,36078,0,0,0,0,0,0500000US28143
1887,"Harrison County, Missouri",53364,53102,52977,87813,0,0,80938,0,0,79000,0500000US29081
1888,"Canóvanas Municipio, Puerto Rico",27278,30625,0,27252,28808,43879,0,0,21594,36688,0500000US72029
1889,"Bartholomew County, Indiana",80365,77318,77721,70117,85216,113069,0,0,55473,97885,0500000US18005
1890,"Paulding County, Georgia",94557,100255,100262,87221,90862,91450,60156,0,93852,84362,0500000US13223
1891,"Brown County, Ohio",69990,70456,70418,0,0,0,0,0,21481,75972,0500000US39015
1892,"Putnam County, Tennessee",56537,57108,57352,46573,28848,81442,87903,0,0,45824,0500000US47141
1893,"Ward County, North Dakota",79273,82972,83125,62617,57205,42917,0,0,0,85820,0500000US38101
1894,"Worcester County, Massachusetts",93561,97110,99119,59957,73455,126643,66566,61250,63435,65315,0500000US25027
1895,"Logan County, Ohio",69183,68585,68378,100720,105396,148542,0,0,95156,65592,0500000US39091
1896,"Kings County, California",68750,78814,86480,59072,44240,95217,40917,-2500,58469,61081,0500000US06031
1897,"San Diego County, California",102285,108886,113223,82501,68325,124415,77536,93299,78771,89585,0500000US06073
1898,"Salinas Municipio, Puerto Rico",21611,24741,0,21504,21337,0,0,0,20850,20871,0500000US72123
1899,"Crawford County, Georgia",60905,73563,74521,90000,27933,0,0,0,0,0,0500000US13079
1900,"Naguabo Municipio, Puerto Rico",21416,24698,0,21336,0,0,0,0,20711,25083,0500000US72103
1901,"Cass County, Missouri",87413,89190,88766,111172,60464,97679,49000,106250,104861,88846,0500000US29037
1902,"Dutchess County, New York",97273,104058,105127,77386,65599,116250,96719,0,75060,97645,0500000US36027
1903,"Washington County, Texas",75085,84331,87954,72125,43008,0,0,0,67833,71547,0500000US48477
1904,"Pueblo County, Colorado",62250,65450,66871,58393,54087,83500,43430,93977,53663,58433,0500000US08101
1905,"Douglas County, Missouri",49828,49892,49892,41314,0,0,0,0,0,41699,0500000US29067
1906,"Bottineau County, North Dakota",83460,84982,85025,55938,0,61211,0,0,51250,0,0500000US38009
1907,"Cumberland County, North Carolina",58780,69180,70000,58260,49018,70157,44507,90476,54545,57055,0500000US37051
1908,"Hot Springs County, Wyoming",64375,62946,64643,34821,0,0,105795,0,0,0,0500000US56017
1909,"Alcona County, Michigan",53568,53291,53526,37500,0,98152,0,0,0,45000,0500000US26001
1910,"Placer County, California",114678,114831,115523,93542,128691,146386,116603,59286,78260,103110,0500000US06061
1911,"Searcy County, Arkansas",41978,42233,42233,0,0,0,53269,0,0,0,0500000US05129
1912,"Lynn County, Texas",57411,70000,75739,43477,0,0,56111,0,46515,31921,0500000US48305
1913,"Otsego County, New York",67086,67815,67972,58571,71250,66250,0,0,42153,58199,0500000US36077
1914,"Richmond County, North Carolina",43626,57791,56759,57969,31408,0,25603,0,35994,50625,0500000US37153
1915,"Millard County, Utah",70877,71091,71457,59412,0,98519,66389,0,67411,77647,0500000US49027
1916,"Morgan County, Utah",126092,125063,125258,114453,0,0,0,0,0,145893,0500000US49029
1917,"Kaufman County, Texas",88606,95545,97223,81028,68540,98862,130045,0,91677,78090,0500000US48257
1918,"Greenlee County, Arizona",75239,77018,72981,75675,0,0,47232,0,49755,76709,0500000US04011
1919,"Maricopa County, Arizona",85518,90341,92870,72393,62043,107889,69005,89048,70483,76606,0500000US04013
1920,"Ogemaw County, Michigan",51983,51990,52214,36094,0,21250,31111,0,0,64167,0500000US26129
1921,"Jackson County, Tennessee",41475,41151,41402,19107,0,0,0,0,0,50694,0500000US47087
1922,"Richland County, Illinois",60404,60673,60750,0,53667,0,0,0,120347,30588,0500000US17159
1923,"Comerío Municipio, Puerto Rico",17254,22099,0,17254,25771,0,0,0,15331,15606,0500000US72045
1924,"Maui County, Hawaii",95076,92016,91372,91730,160876,105543,59211,76573,65302,99293,0500000US15009
1925,"Lafourche Parish, Louisiana",63439,69789,69879,75076,27652,31939,53661,0,18762,69048,0500000US22057
1926,"Muscatine County, Iowa",69512,70505,70787,62233,67690,143507,98571,0,63388,44360,0500000US19139
1927,"Santa Rosa County, Florida",88968,89179,89399,88415,87145,91607,0,0,98049,83667,0500000US12113
1928,"Martin County, Indiana",65345,68021,68420,0,0,0,0,0,0,0,0500000US18101
1929,"Rockcastle County, Kentucky",48367,48571,48631,0,0,0,0,0,0,0,0500000US21203
1930,"Trimble County, Kentucky",67813,67050,67050,0,0,0,0,0,0,106495,0500000US21223
1931,"Pickens County, Alabama",47014,63600,64017,0,31633,0,0,0,73250,17266,0500000US01107
1932,"Ellis County, Oklahoma",56992,57321,56875,53000,0,103750,59125,0,28250,67917,0500000US40045
1933,"Perry County, Illinois",59286,65240,65253,31842,40739,33867,0,0,31404,57820,0500000US17145
1934,"Grundy County, Iowa",83617,83767,83950,0,0,0,0,0,0,0,0500000US19075
1935,"Routt County, Colorado",104803,111169,112635,57757,0,0,75288,0,103047,91042,0500000US08107
1936,"Somerset County, New Jersey",135960,135505,137958,96989,105286,205119,143807,0,81635,122845,0500000US34035
1937,"Colusa County, California",75149,77287,75833,80329,0,0,93333,0,65536,84272,0500000US06011
1938,"Johnson County, Illinois",65203,65355,65061,0,66036,0,0,0,0,59911,0500000US17087
1939,"Hinsdale County, Colorado",64327,68625,68625,0,0,0,72188,0,0,60703,0500000US08053
1940,"Cassia County, Idaho",67042,70503,69834,50625,0,0,0,0,40815,52645,0500000US16031
1941,"Isanti County, Minnesota",86573,88082,88388,76183,0,114309,113750,0,71750,71500,0500000US27059
1942,"Erie County, Pennsylvania",61476,64798,65171,41283,29775,63101,32174,0,33867,49705,0500000US42049
1943,"Copiah County, Mississippi",47994,61789,61789,44141,41265,31694,0,0,42192,48381,0500000US28029
1944,"Van Zandt County, Texas",68274,69537,69213,53972,50417,116125,172321,0,38182,51620,0500000US48467
1945,"Roanoke County, Virginia",82931,83547,83882,59424,65353,120438,0,0,57692,62750,0500000US51161
1946,"Augusta County, Virginia",79972,80598,81075,55906,72361,0,0,0,0,76250,0500000US51015
1947,"Bristol Bay Borough, Alaska",100625,120000,120000,0,0,0,68750,0,0,0,0500000US02060
1948,"Columbia County, Oregon",86359,84993,85057,82391,0,91406,148278,0,121705,89412,0500000US41009
1949,"Florence County, South Carolina",56650,71121,71735,30382,43451,108000,21827,0,25542,46759,0500000US45041
1950,"Mountrail County, North Dakota",81292,96528,97734,105536,37011,113021,42143,0,62900,106964,0500000US38061
1951,"Washington County, Utah",76411,79941,80563,55172,51942,0,30326,86101,64626,60150,0500000US49053
1952,"Big Horn County, Montana",56680,62891,67976,26603,0,0,52000,0,0,52455,0500000US30003
1953,"Elk County, Pennsylvania",64103,64059,63881,69740,0,0,0,0,0,82098,0500000US42047
1954,"Sioux County, Nebraska",54076,54141,54844,0,0,0,0,0,0,0,0500000US31165
1955,"Covington County, Mississippi",47001,60880,60278,0,36338,0,0,0,160200,0,0500000US28031
1956,"Moca Municipio, Puerto Rico",21415,19965,0,21523,36417,0,0,0,26250,26678,0500000US72099
1957,"Brown County, Indiana",72644,76576,76576,0,0,0,70800,0,0,0,0500000US18013
1958,"Hardin County, Texas",72532,74725,75380,62479,59464,0,0,0,120640,66550,0500000US48199
1959,"Sandusky County, Ohio",62500,64069,64016,55288,35546,116316,0,0,56202,58566,0500000US39143
1960,"Piscataquis County, Maine",55234,54582,54459,71964,0,0,66429,0,70615,50521,0500000US23021
1961,"Pulaski County, Illinois",43227,56188,55688,130441,28245,0,0,0,40000,60750,0500000US17153
1962,"Okfuskee County, Oklahoma",45441,53214,53389,38125,32222,72188,38375,0,0,35962,0500000US40107
1963,"Saginaw County, Michigan",58347,65168,65589,53979,36046,94333,30893,0,58293,50949,0500000US26145
1964,"Rio Arriba County, New Mexico",53901,55329,59018,54135,80417,78333,47188,0,51288,59196,0500000US35039
1965,"Caledonia County, Vermont",66075,65963,66105,66250,0,0,108750,0,0,103571,0500000US50005
1966,"Botetourt County, Virginia",80467,81019,80904,95653,56667,0,51750,0,95369,99044,0500000US51023
1967,"Madison County, Illinois",74800,78907,79377,52616,47534,85060,0,0,36154,61210,0500000US17119
1968,"Collin County, Texas",117588,120493,124316,87151,84968,147227,121989,85439,81047,101448,0500000US48085
1969,"Abbeville County, South Carolina",52112,62965,62796,0,36765,0,0,0,0,38456,0500000US45001
