"GEO_ID","NAME","B19001F_001E","B19001F_001M","B19001F_002E","B19001F_002M","B19001F_003E","B19001F_003M","B19001F_004E","B19001F_004M","B19001F_005E","B19001F_005M","B19001F_006E","B19001F_006M","B19001F_007E","B19001F_007M","B19001F_008E","B19001F_008M","B19001F_009E","B19001F_009M","B19001F_010E","B19001F_010M","B19001F_011E","B19001F_011M","B19001F_012E","B19001F_012M","B19001F_013E","B19001F_013M","B19001F_014E","B19001F_014M","B19001F_015E","B19001F_015M","B19001F_016E","B19001F_016M","B19001F_017E","B19001F_017M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Less than $10,000","Margin of Error!!Total:!!Less than $10,000","Estimate!!Total:!!$10,000 to $14,999","Margin of Error!!Total:!!$10,000 to $14,999","Estimate!!Total:!!$15,000 to $19,999","Margin of Error!!Total:!!$15,000 to $19,999","Estimate!!Total:!!$20,000 to $24,999","Margin of Error!!Total:!!$20,000 to $24,999","Estimate!!Total:!!$25,000 to $29,999","Margin of Error!!Total:!!$25,000 to $29,999","Estimate!!Total:!!$30,000 to $34,999","Margin of Error!!Total:!!$30,000 to $34,999","Estimate!!Total:!!$35,000 to $39,999","Margin of Error!!Total:!!$35,000 to $39,999","Estimate!!Total:!!$40,000 to $44,999","Margin of Error!!Total:!!$40,000 to $44,999","Estimate!!Total:!!$45,000 to $49,999","Margin of Error!!Total:!!$45,000 to $49,999","Estimate!!Total:!!$50,000 to $59,999","Margin of Error!!Total:!!$50,000 to $59,999","Estimate!!Total:!!$60,000 to $74,999","Margin of Error!!Total:!!$60,000 to $74,999","Estimate!!Total:!!$75,000 to $99,999","Margin of Error!!Total:!!$75,000 to $99,999","Estimate!!Total:!!$100,000 to $124,999","Margin of Error!!Total:!!$100,000 to $124,999","Estimate!!Total:!!$125,000 to $149,999","Margin of Error!!Total:!!$125,000 to $149,999","Estimate!!Total:!!$150,000 to $199,999","Margin of Error!!Total:!!$150,000 to $199,999","Estimate!!Total:!!$200,000 or more","Margin of Error!!Total:!!$200,000 or more",
"0500000US01001","Autauga County, Alabama","232","136","48","92","0","31","0","31","23","39","0","31","70","68","19","29","0","31","0","31","0","31","0","31","0","31","11","23","42","57","10","16","9","13",
"0500000US01003","Baldwin County, Alabama","1721","455","195","182","17","34","50","64","116","137","74","113","105","156","159","155","16","21","32","50","185","202","82","71","244","156","69","71","66","110","231","213","80","86",
"0500000US01005","Barbour County, Alabama","381","125","96","91","0","25","0","25","47","58","0","25","13","19","8","14","38","49","50","72","45","47","0","25","35","34","7","11","0","25","42","41","0","25",
"0500000US01007","Bibb County, Alabama","10","15","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","10","15","0","25","0","25","0","25","0","25","0","25","0","25",
"0500000US01009","Blount County, Alabama","448","170","18","26","0","31","0","31","42","57","58","59","22","28","50","48","2","5","13","22","1","2","70","53","36","52","50","54","3","5","83","102","0","31",
"0500000US01011","Bullock County, Alabama","92","56","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","60","58","32","47","0","21","0","21","0","21","0","21",
"0500000US01013","Butler County, Alabama","17","19","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","17","19","0","21","0","21","0","21","0","21",
"0500000US01015","Calhoun County, Alabama","870","227","195","108","9","13","12","22","17","33","0","31","66","79","71","94","49","77","32","34","16","19","37","38","248","227","38","59","29","38","0","31","51","42",
"0500000US01017","Chambers County, Alabama","178","82","17","23","0","28","0","28","0","28","0","28","0","28","0","28","5","9","0","28","70","72","0","28","49","50","34","32","3","8","0","28","0","28",
"0500000US01019","Cherokee County, Alabama","98","40","0","25","0","25","0","25","22","18","0","25","0","25","0","25","23","25","0","25","0","25","44","42","0","25","0","25","9","13","0","25","0","25",
"0500000US01021","Chilton County, Alabama","719","235","8","12","53","79","0","28","70","104","39","38","132","136","0","28","27","37","7","12","63","81","173","193","134","107","13","23","0","28","0","28","0","28",
"0500000US01023","Choctaw County, Alabama","8","13","0","21","0","21","0","21","0","21","8","13","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01025","Clarke County, Alabama","11","15","0","25","0","25","11","15","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25",
"0500000US01027","Clay County, Alabama","88","61","0","21","0","21","0","21","0","21","19","30","0","21","0","21","9","16","0","21","0","21","54","69","0","21","0","21","0","21","0","21","6","11",
"0500000US01029","Cleburne County, Alabama","60","36","0","21","0","21","0","21","0","21","1","4","4","8","0","21","0","21","0","21","33","32","0","21","22","27","0","21","0","21","0","21","0","21",
"0500000US01031","Coffee County, Alabama","245","83","13","11","7","10","13","15","0","31","6","9","10","11","0","31","0","31","9","15","2","3","4","6","56","45","88","67","23","25","3","5","11","11",
"0500000US01033","Colbert County, Alabama","260","131","0","31","14","24","0","31","94","89","73","71","0","31","33","45","12","21","0","31","26","33","0","31","0","31","8","11","0","31","0","31","0","31",
"0500000US01035","Conecuh County, Alabama","24","29","0","21","0","21","0","21","11","20","0","21","13","23","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01037","Coosa County, Alabama","7","18","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","7","18","0","21","0","21","0","21",
"0500000US01039","Covington County, Alabama","47","37","0","28","0","28","0","28","0","28","0","28","0","28","13","15","0","28","0","28","17","27","17","22","0","28","0","28","0","28","0","28","0","28",
"0500000US01041","Crenshaw County, Alabama","15","19","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","12","18","3","7","0","21","0","21","0","21","0","21",
"0500000US01043","Cullman County, Alabama","312","134","0","31","59","81","1","2","38","44","12","21","20","31","0","31","0","31","14","23","16","18","74","82","31","38","16","23","0","31","31","47","0","31",
"0500000US01045","Dale County, Alabama","394","96","6","10","3","5","67","69","28","32","24","33","0","28","2","3","0","28","1","2","45","54","16","19","7","12","179","89","0","28","13","16","3","4",
"0500000US01047","Dallas County, Alabama","6","9","1","3","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","5","7","0","28",
"0500000US01049","DeKalb County, Alabama","1354","209","0","31","118","96","189","111","37","50","131","80","103","90","52","44","85","87","92","87","107","86","84","65","182","94","118","66","27","32","29","47","0","31",
"0500000US01051","Elmore County, Alabama","167","98","0","31","0","31","0","31","0","31","0","31","0","31","2","6","37","57","0","31","11","18","9","13","13","22","14","24","41","52","0","31","40","51",
"0500000US01053","Escambia County, Alabama","166","162","0","28","20","30","0","28","116","162","0","28","2","4","0","28","0","28","0","28","0","28","28","49","0","28","0","28","0","28","0","28","0","28",
"0500000US01055","Etowah County, Alabama","574","142","24","31","34","45","31","47","27","26","56","63","31","38","0","31","51","52","19","33","192","110","59","77","46","59","0","31","4","10","0","31","0","31",
"0500000US01057","Fayette County, Alabama","28","38","0","21","0","21","23","38","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","5","8","0","21","0","21","0","21","0","21",
"0500000US01059","Franklin County, Alabama","952","204","0","28","65","64","0","28","118","121","162","133","59","78","73","86","0","28","155","90","92","116","72","72","141","105","0","28","0","28","0","28","15","21",
"0500000US01061","Geneva County, Alabama","87","54","16","18","0","25","0","25","0","25","32","47","0","25","10","17","11","13","0","25","12","21","0","25","3","5","0","25","0","25","3","5","0","25",
"0500000US01063","Greene County, Alabama","21","27","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","21","27","0","19","0","19","0","19","0","19","0","19",
"0500000US01065","Hale County, Alabama","10","14","0","21","0","21","0","21","0","21","0","21","10","14","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01067","Henry County, Alabama","2","4","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","2","4","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01069","Houston County, Alabama","421","104","27","20","9","10","29","35","0","31","40","34","38","30","0","31","19","24","26","24","3","4","120","74","20","17","14","10","19","19","17","13","40","34",
"0500000US01071","Jackson County, Alabama","312","135","0","31","5","15","57","48","19","24","99","101","0","31","52","60","0","31","0","31","9","16","10","12","9","13","0","31","0","31","0","31","52","85",
"0500000US01073","Jefferson County, Alabama","4332","542","259","140","125","104","111","80","338","186","149","101","396","239","272","135","109","81","394","175","467","234","571","263","419","162","201","122","108","85","129","75","284","139",
"0500000US01075","Lamar County, Alabama","20","30","0","21","0","21","0","21","20","30","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01077","Lauderdale County, Alabama","296","133","22","38","41","79","6","18","0","31","0","31","0","31","13","21","0","31","0","31","13","21","114","83","44","46","0","31","0","31","0","31","43","55",
"0500000US01079","Lawrence County, Alabama","132","65","0","28","0","28","19","30","0","28","13","22","23","33","0","28","15","16","2","3","33","36","25","31","0","28","2","3","0","28","0","28","0","28",
"0500000US01081","Lee County, Alabama","928","313","41","49","88","108","97","83","184","191","0","31","40","43","96","131","35","48","33","39","0","31","100","97","114","118","68","58","0","31","11","17","21","34",
"0500000US01083","Limestone County, Alabama","688","250","0","31","38","37","0","31","168","147","0","31","105","105","16","26","0","31","0","31","164","185","36","62","30","43","101","102","0","31","30","41","0","31",
"0500000US01085","Lowndes County, Alabama","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01087","Macon County, Alabama","14","16","0","21","7","10","0","21","7","13","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01089","Madison County, Alabama","2339","370","15","25","74","71","132","119","193","199","272","133","175","140","237","230","121","94","42","46","59","46","394","231","113","77","81","56","118","73","233","107","80","64",
"0500000US01091","Marengo County, Alabama","135","174","74","127","0","21","47","94","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","14","26","0","21","0","21","0","21","0","21",
"0500000US01093","Marion County, Alabama","63","63","0","25","0","25","0","25","0","25","0","25","0","25","17","32","0","25","0","25","0","25","17","27","0","25","0","25","0","25","4","7","25","48",
"0500000US01095","Marshall County, Alabama","1308","250","63","64","18","29","82","84","131","116","71","69","18","18","38","46","104","66","86","86","135","88","209","109","226","102","24","39","14","21","80","62","9","8",
"0500000US01097","Mobile County, Alabama","1279","296","97","82","22","30","77","79","71","83","0","31","91","91","60","61","42","47","83","70","213","95","253","143","68","69","53","47","75","62","34","36","40","45",
"0500000US01099","Monroe County, Alabama","4","6","0","21","4","6","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01101","Montgomery County, Alabama","998","227","61","50","70","78","61","61","39","36","50","56","75","56","82","76","74","66","16","24","19","28","62","59","215","129","84","75","11","18","33","37","46","55",
"0500000US01103","Morgan County, Alabama","1182","281","0","31","2","4","35","44","144","160","20","30","124","89","91","98","34","53","43","59","52","68","193","153","126","120","191","126","58","70","11","17","58","71",
"0500000US01105","Perry County, Alabama","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19",
"0500000US01107","Pickens County, Alabama","18","25","0","21","0","21","0","21","0","21","0","21","0","21","0","21","6","12","0","21","0","21","10","20","0","21","0","21","2","5","0","21","0","21",
"0500000US01109","Pike County, Alabama","37","40","0","28","0","28","0","28","0","28","0","28","17","21","0","28","4","8","0","28","0","28","0","28","0","28","0","28","0","28","0","28","16","33",
"0500000US01111","Randolph County, Alabama","124","89","44","57","28","43","0","25","0","25","0","25","18","36","0","25","0","25","0","25","0","25","0","25","27","19","7","12","0","25","0","25","0","25",
"0500000US01113","Russell County, Alabama","357","212","172","187","12","21","29","45","0","31","0","31","0","31","0","31","1","3","0","31","12","19","11","19","0","31","13","26","29","49","37","36","41","68",
"0500000US01115","St. Clair County, Alabama","206","112","0","31","0","31","0","31","0","31","0","31","0","31","0","31","48","56","0","31","0","31","70","62","75","97","13","24","0","31","0","31","0","31",
"0500000US01117","Shelby County, Alabama","1733","303","80","81","0","31","40","54","18","21","43","48","60","72","194","114","29","40","237","163","67","60","266","136","278","159","55","63","163","149","11","20","192","112",
"0500000US01119","Sumter County, Alabama","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01121","Talladega County, Alabama","248","83","33","21","6","11","0","31","0","31","18","34","0","31","13","18","0","31","0","31","68","72","0","31","68","59","0","31","6","13","0","31","36","36",
"0500000US01123","Tallapoosa County, Alabama","151","70","50","56","0","28","0","28","0","28","0","28","0","28","0","28","7","11","0","28","0","28","28","34","14","22","0","28","11","20","41","28","0","28",
"0500000US01125","Tuscaloosa County, Alabama","862","279","50","74","0","31","0","31","18","30","0","31","159","191","89","77","65","65","43","54","29","37","122","105","131","100","0","31","108","89","12","25","36","55",
"0500000US01127","Walker County, Alabama","300","150","22","40","0","31","0","31","75","112","0","31","0","31","76","112","16","29","13","26","22","34","45","52","0","31","18","22","0","31","7","15","6","12",
"0500000US01129","Washington County, Alabama","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01131","Wilcox County, Alabama","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01133","Winston County, Alabama","85","68","0","25","0","25","0","25","0","25","31","52","0","25","13","25","0","25","0","25","0","25","28","35","0","25","0","25","13","22","0","25","0","25",
"0500000US02013","Aleutians East Borough, Alaska","16","22","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","7","10","9","16","0","10","0","10",
"0500000US02016","Aleutians West Census Area, Alaska","23","17","0","15","0","15","1","2","0","15","0","15","0","15","4","4","0","15","0","15","5","7","1","2","1","8","1","3","4","4","4","6","2","4",
"0500000US02020","Anchorage Municipality, Alaska","2793","512","179","146","25","36","109","87","53","52","22","32","51","48","250","157","152","126","79","67","57","54","249","166","393","178","536","237","209","139","146","87","283","163",
"0500000US02050","Bethel Census Area, Alaska","30","31","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","30","31","0","16","0","16","0","16",
"0500000US02060","Bristol Bay Borough, Alaska","2","3","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","2","3","0","10","0","10","0","10",
"0500000US02063","Chugach Census Area, Alaska","71","49","0","15","0","15","0","15","0","15","0","15","7","12","0","15","0","15","2","4","0","15","0","15","2","3","0","15","47","40","0","15","13","21",
"0500000US02066","Copper River Census Area, Alaska","10","14","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","10","14","0","10","0","10","0","10",
"0500000US02068","Denali Borough, Alaska","14","15","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","8","11","6","10","0","10","0","10","0","10",
"0500000US02070","Dillingham Census Area, Alaska","1","3","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","1","3",
"0500000US02090","Fairbanks North Star Borough, Alaska","492","215","5","9","28","48","0","24","0","24","0","24","20","65","22","34","7","11","32","51","12","18","126","110","75","61","100","95","26","33","25","29","14","25",
"0500000US02100","Haines Borough, Alaska","16","20","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","16","20","0","10","0","10","0","10","0","10",
"0500000US02105","Hoonah-Angoon Census Area, Alaska","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10",
"0500000US02110","Juneau City and Borough, Alaska","139","76","0","22","18","22","2","5","0","22","0","22","0","22","0","22","0","22","36","53","3","5","9","16","8","12","43","42","2","4","16","18","2","5",
"0500000US02122","Kenai Peninsula Borough, Alaska","322","122","2","4","10","10","5","8","4","8","44","48","8","9","0","24","20","29","3","5","59","68","23","30","72","49","24","23","24","31","24","36","0","24",
"0500000US02130","Ketchikan Gateway Borough, Alaska","49","31","0","16","11","18","0","16","0","16","0","16","0","16","7","12","2","4","0","16","2","4","0","16","5","8","3","5","7","12","6","12","6","9",
"0500000US02150","Kodiak Island Borough, Alaska","42","47","0","16","0","16","0","16","0","16","13","23","0","16","0","16","0","16","0","16","3","9","0","16","0","16","0","16","18","31","0","16","8","13",
"0500000US02158","Kusilvak Census Area, Alaska","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15",
"0500000US02164","Lake and Peninsula Borough, Alaska","2","4","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","2","4","0","10",
"0500000US02170","Matanuska-Susitna Borough, Alaska","507","101","72","43","18","28","2","4","18","27","21","20","0","24","9","14","39","26","9","9","1","2","62","43","52","35","86","45","41","32","13","14","64","47",
"0500000US02180","Nome Census Area, Alaska","19","20","0","15","0","15","0","15","0","15","0","15","0","15","0","15","2","3","0","15","0","15","0","15","0","15","0","15","0","15","17","19","0","15",
"0500000US02185","North Slope Borough, Alaska","14","23","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","14","23","0","16","0","16","0","16",
"0500000US02188","Northwest Arctic Borough, Alaska","4","13","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","2","8","0","15","0","15","0","15","1","4","0","15","1","4","0","15",
"0500000US02195","Petersburg Borough, Alaska","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10",
"0500000US02198","Prince of Wales-Hyder Census Area, Alaska","10","8","0","15","4","5","2","4","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","2","3","2","3","0","15","0","15","0","15",
"0500000US02220","Sitka City and Borough, Alaska","70","49","3","8","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","4","5","0","15","7","7","53","51","0","15","3","4","0","15",
"0500000US02230","Skagway Municipality, Alaska","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10",
"0500000US02240","Southeast Fairbanks Census Area, Alaska","12","15","0","15","0","15","3","6","0","15","0","15","0","15","0","15","0","15","0","15","0","15","3","5","0","15","6","12","0","15","0","15","0","15",
"0500000US02275","Wrangell City and Borough, Alaska","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10",
"0500000US02282","Yakutat City and Borough, Alaska","6","12","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","6","12","0","10","0","10","0","10","0","10",
"0500000US02290","Yukon-Koyukuk Census Area, Alaska","12","13","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","5","5","7","13","0","15","0","15","0","15",
"0500000US04001","Apache County, Arizona","250","98","75","71","10","19","0","33","8","11","12","17","5","7","12","19","16","26","0","33","0","33","24","31","32","31","1","2","26","28","0","33","29","46",
"0500000US04003","Cochise County, Arizona","2180","384","124","70","164","119","155","112","32","43","58","48","115","79","179","91","91","70","71","54","186","98","215","79","309","131","241","128","153","113","62","60","25","28",
"0500000US04005","Coconino County, Arizona","2031","389","107","87","208","140","70","73","176","92","68","69","67","60","68","57","251","183","0","33","113","80","210","132","220","107","128","89","82","58","159","117","104","106",
"0500000US04007","Gila County, Arizona","923","252","129","109","28","28","12","17","27","41","75","60","94","79","7","10","12","13","34","36","236","168","63","62","71","68","35","40","70","72","30","39","0","33",
"0500000US04009","Graham County, Arizona","486","147","11","18","12","18","4","8","8","12","20","24","18","27","19","22","35","35","28","40","119","95","109","84","33","34","36","38","0","30","23","27","11","18",
"0500000US04011","Greenlee County, Arizona","333","161","22","37","3","4","0","20","9","15","8","12","0","20","0","20","0","20","138","173","69","96","48","51","0","20","0","20","23","36","13","20","0","20",
"0500000US04012","La Paz County, Arizona","504","168","27","32","0","22","5","11","0","22","25","30","94","91","54","75","44","37","77","77","33","32","33","33","56","47","22","22","17","19","8","9","9","13",
"0500000US04013","Maricopa County, Arizona","108273","2897","5349","662","2926","518","2847","550","3332","492","3826","588","3965","563","3946","683","4613","626","4996","692","10082","927","11317","1019","17071","1202","11074","969","7992","923","8332","729","6605","823",
"0500000US04015","Mohave County, Arizona","3139","472","89","56","112","110","135","85","127","69","192","129","80","76","297","186","152","140","44","31","222","107","428","229","622","223","183","136","69","70","201","101","186","92",
"0500000US04017","Navajo County, Arizona","982","193","170","114","55","57","2","5","54","57","46","59","37","54","83","54","63","50","88","31","108","79","58","63","82","64","22","26","63","66","20","30","31","46",
"0500000US04019","Pima County, Arizona","34238","1559","2083","466","1572","435","1310","335","1930","459","1834","468","1367","309","1928","487","1392","340","1558","362","2716","440","3320","576","4780","613","3287","542","2010","506","1857","353","1294","279",
"0500000US04021","Pinal County, Arizona","9079","816","451","165","116","70","239","143","122","72","391","145","345","146","297","161","613","325","418","153","530","197","823","260","1672","392","1085","292","681","247","670","272","626","285",
"0500000US04023","Santa Cruz County, Arizona","1675","264","184","113","67","50","114","75","96","77","96","64","35","33","88","51","144","97","54","40","42","31","138","63","292","121","92","51","103","71","90","62","40","34",
"0500000US04025","Yavapai County, Arizona","3273","470","186","142","144","99","76","62","51","49","83","64","215","198","109","76","120","87","147","95","274","148","505","223","523","200","182","146","219","151","269","138","170","123",
"0500000US04027","Yuma County, Arizona","8406","780","400","146","164","115","498","259","306","152","523","251","272","126","388","172","474","208","304","117","879","266","1103","310","1369","362","829","239","450","194","300","121","147","82",
"0500000US05001","Arkansas County, Arkansas","42","38","11","16","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","14","25","17","30","0","20","0","20","0","20","0","20",
"0500000US05003","Ashley County, Arkansas","16","18","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","8","14","6","11","0","20","0","20","0","20","2","3","0","20","0","20",
"0500000US05005","Baxter County, Arkansas","47","51","0","27","0","27","0","27","0","27","0","27","27","45","0","27","0","27","5","8","0","27","6","11","4","7","5","12","0","27","0","27","0","27",
"0500000US05007","Benton County, Arkansas","3246","563","43","37","45","50","55","47","69","71","40","39","63","48","80","56","136","74","89","93","305","141","437","160","359","159","819","399","214","127","291","129","201","110",
"0500000US05009","Boone County, Arkansas","62","57","12","17","0","27","4","7","1","2","0","27","0","27","0","27","0","27","2","3","0","27","0","27","2","4","0","27","41","53","0","27","0","27",
"0500000US05011","Bradley County, Arkansas","55","34","0","20","0","20","3","6","10","13","0","20","0","20","0","20","0","20","0","20","7","12","24","29","4","7","0","20","0","20","7","14","0","20",
"0500000US05013","Calhoun County, Arkansas","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"0500000US05015","Carroll County, Arkansas","222","105","8","13","0","24","41","58","14","22","0","24","0","24","41","47","4","7","47","66","0","24","35","36","25","27","5","8","0","24","0","24","2","6",
"0500000US05017","Chicot County, Arkansas","8","15","0","18","0","18","0","18","0","18","0","18","0","18","0","18","8","15","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18",
"0500000US05019","Clark County, Arkansas","147","61","17","28","0","24","0","24","27","33","0","24","2","3","35","35","1","4","0","24","11","18","24","26","27","41","3","5","0","24","0","24","0","24",
"0500000US05021","Clay County, Arkansas","12","18","1","2","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","11","18","0","20","0","20","0","20","0","20",
"0500000US05023","Cleburne County, Arkansas","34","48","34","48","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24",
"0500000US05025","Cleveland County, Arkansas","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18",
"0500000US05027","Columbia County, Arkansas","21","30","0","24","0","24","1","3","0","24","0","24","0","24","0","24","0","24","4","7","3","6","0","24","13","27","0","24","0","24","0","24","0","24",
"0500000US05029","Conway County, Arkansas","148","74","0","24","0","24","0","24","30","52","0","24","10","17","13","33","0","24","0","24","0","24","40","46","30","37","18","23","7","11","0","24","0","24",
"0500000US05031","Craighead County, Arkansas","567","187","10","25","0","30","23","40","22","35","6","9","0","30","159","127","28","47","44","60","28","38","54","43","73","71","70","90","44","58","6","14","0","30",
"0500000US05033","Crawford County, Arkansas","474","182","34","58","0","30","16","25","0","30","6","10","0","30","27","33","0","30","0","30","121","94","24","40","73","67","166","102","0","30","7","16","0","30",
"0500000US05035","Crittenden County, Arkansas","48","38","0","27","10","17","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","19","25","0","27","16","17","0","27","3","4","0","27",
"0500000US05037","Cross County, Arkansas","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20",
"0500000US05039","Dallas County, Arkansas","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18",
"0500000US05041","Desha County, Arkansas","90","82","0","20","0","20","0","20","0","20","0","20","0","20","0","20","76","83","0","20","0","20","2","4","0","20","0","20","0","20","0","20","12","26",
"0500000US05043","Drew County, Arkansas","36","49","0","20","0","20","23","50","0","20","0","20","0","20","0","20","2","4","0","20","0","20","0","20","11","18","0","20","0","20","0","20","0","20",
"0500000US05045","Faulkner County, Arkansas","879","177","36","44","13","21","56","58","0","30","0","30","75","78","69","85","49","56","32","27","22","44","340","165","147","132","12","15","28","34","0","30","0","30",
"0500000US05047","Franklin County, Arkansas","40","37","22","34","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","18","25","0","20","0","20","0","20","0","20","0","20",
"0500000US05049","Fulton County, Arkansas","39","31","0","20","0","20","0","20","0","20","0","20","0","20","23","28","0","20","0","20","0","20","0","20","16","31","0","20","0","20","0","20","0","20",
"0500000US05051","Garland County, Arkansas","508","186","0","30","0","30","0","30","7","11","54","85","94","82","33","50","5","9","35","35","18","29","51","62","30","47","102","94","33","40","46","48","0","30",
"0500000US05053","Grant County, Arkansas","58","52","7","14","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","26","38","25","37","0","20","0","20","0","20",
"0500000US05055","Greene County, Arkansas","77","62","0","27","0","27","11","22","0","27","13","22","10","19","0","27","0","27","9","11","4","6","0","27","0","27","0","27","9","17","21","39","0","27",
"0500000US05057","Hempstead County, Arkansas","289","107","8","14","8","14","17","26","0","20","9","31","0","20","53","33","0","20","0","20","0","20","93","78","29","36","59","78","0","20","13","21","0","20",
"0500000US05059","Hot Spring County, Arkansas","12","17","10","16","0","27","0","27","1","3","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","1","3","0","27","0","27","0","27",
"0500000US05061","Howard County, Arkansas","292","128","0","20","24","46","21","30","28","33","0","20","20","43","83","109","0","20","11","18","34","48","41","42","5","10","0","20","0","20","25","27","0","20",
"0500000US05063","Independence County, Arkansas","428","117","34","32","59","70","142","104","0","27","0","27","0","27","28","36","0","27","15","28","32","43","30","40","13","22","18","37","30","37","0","27","27","44",
