"GEO_ID","NAME","B19001F_001E","B19001F_001M","B19001F_002E","B19001F_002M","B19001F_003E","B19001F_003M","B19001F_004E","B19001F_004M","B19001F_005E","B19001F_005M","B19001F_006E","B19001F_006M","B19001F_007E","B19001F_007M","B19001F_008E","B19001F_008M","B19001F_009E","B19001F_009M","B19001F_010E","B19001F_010M","B19001F_011E","B19001F_011M","B19001F_012E","B19001F_012M","B19001F_013E","B19001F_013M","B19001F_014E","B19001F_014M","B19001F_015E","B19001F_015M","B19001F_016E","B19001F_016M","B19001F_017E","B19001F_017M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Less than $10,000","Margin of Error!!Total:!!Less than $10,000","Estimate!!Total:!!$10,000 to $14,999","Margin of Error!!Total:!!$10,000 to $14,999","Estimate!!Total:!!$15,000 to $19,999","Margin of Error!!Total:!!$15,000 to $19,999","Estimate!!Total:!!$20,000 to $24,999","Margin of Error!!Total:!!$20,000 to $24,999","Estimate!!Total:!!$25,000 to $29,999","Margin of Error!!Total:!!$25,000 to $29,999","Estimate!!Total:!!$30,000 to $34,999","Margin of Error!!Total:!!$30,000 to $34,999","Estimate!!Total:!!$35,000 to $39,999","Margin of Error!!Total:!!$35,000 to $39,999","Estimate!!Total:!!$40,000 to $44,999","Margin of Error!!Total:!!$40,000 to $44,999","Estimate!!Total:!!$45,000 to $49,999","Margin of Error!!Total:!!$45,000 to $49,999","Estimate!!Total:!!$50,000 to $59,999","Margin of Error!!Total:!!$50,000 to $59,999","Estimate!!Total:!!$60,000 to $74,999","Margin of Error!!Total:!!$60,000 to $74,999","Estimate!!Total:!!$75,000 to $99,999","Margin of Error!!Total:!!$75,000 to $99,999","Estimate!!Total:!!$100,000 to $124,999","Margin of Error!!Total:!!$100,000 to $124,999","Estimate!!Total:!!$125,000 to $149,999","Margin of Error!!Total:!!$125,000 to $149,999","Estimate!!Total:!!$150,000 to $199,999","Margin of Error!!Total:!!$150,000 to $199,999","Estimate!!Total:!!$200,000 or more","Margin of Error!!Total:!!$200,000 or more",
"0500000US53053","Pierce County, Washington","9634","702","757","254","129","92","50","43","257","150","314","165","148","90","256","127","410","192","399","196","1001","320","901","304","1361","349","1339","350","451","157","1090","270","771","213",
"0500000US53055","San Juan County, Washington","116","44","11","10","0","21","7","8","0","21","0","21","2","4","0","21","0","21","9","13","5","8","6","7","49","31","12","13","2","3","10","13","3","5",
"0500000US53057","Skagit County, Washington","3131","379","103","82","24","34","35","31","70","67","101","65","229","146","103","91","177","89","66","47","422","182","266","123","510","216","401","161","307","142","202","117","115","78",
"0500000US53059","Skamania County, Washington","115","54","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","2","3","0","21","32","42","34","36","0","21","0","21","43","62","4","5",
"0500000US53061","Snohomish County, Washington","10831","849","367","189","145","73","108","86","284","165","291","169","310","211","390","231","246","138","455","223","836","253","1799","448","1468","339","1410","427","741","218","838","209","1143","255",
"0500000US53063","Spokane County, Washington","3251","389","259","119","107","74","43","54","133","65","82","56","164","102","83","63","219","142","289","140","102","93","332","161","713","253","172","90","171","118","199","126","183","89",
"0500000US53065","Stevens County, Washington","162","62","26","29","0","28","15","24","0","28","23","34","0","28","0","28","0","28","0","28","4","4","11","16","10","16","18","13","31","30","16","24","8","13",
"0500000US53067","Thurston County, Washington","2229","409","168","137","115","82","63","83","60","78","31","38","120","88","43","52","111","103","94","123","131","78","164","115","326","135","307","196","91","71","228","121","177","139",
"0500000US53069","Wahkiakum County, Washington","46","46","0","13","0","13","0","13","0","13","0","13","0","13","46","46","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"0500000US53071","Walla Walla County, Washington","1629","324","0","31","138","118","40","50","55","61","82","68","72","72","143","91","145","108","19","22","262","123","111","83","255","148","34","39","164","93","52","48","57","54",
"0500000US53073","Whatcom County, Washington","2709","361","48","41","64","54","89","95","12","20","84","105","224","133","47","49","155","105","75","65","212","146","295","149","225","126","417","168","261","206","275","155","226","122",
"0500000US53075","Whitman County, Washington","545","205","152","102","0","28","34","40","2","3","45","65","58","76","62","77","0","28","40","70","7","9","27","34","85","79","16","15","14","24","3","4","0","28",
"0500000US53077","Yakima County, Washington","12143","955","451","154","522","176","350","163","598","238","426","178","600","178","889","315","662","227","496","188","930","273","1583","345","2222","438","1114","259","568","169","466","183","266","104",
"0500000US54001","Barbour County, West Virginia","28","29","0","20","2","4","0","20","0","20","0","20","0","20","0","20","0","20","10","10","0","20","0","20","16","27","0","20","0","20","0","20","0","20",
"0500000US54003","Berkeley County, West Virginia","929","232","31","61","0","30","0","30","0","30","16","20","0","30","0","30","47","59","22","35","123","124","103","89","64","71","162","104","94","93","229","126","38","46",
"0500000US54005","Boone County, West Virginia","14","18","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","14","18","0","24","0","24","0","24","0","24","0","24",
"0500000US54007","Braxton County, West Virginia","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20",
"0500000US54009","Brooke County, West Virginia","1","2","0","24","0","24","0","24","1","2","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24",
"0500000US54011","Cabell County, West Virginia","232","120","27","45","0","30","23","35","16","26","52","82","0","30","0","30","0","30","0","30","2","6","82","63","22","27","0","30","8","11","0","30","0","30",
"0500000US54013","Calhoun County, West Virginia","18","29","0","18","0","18","0","18","0","18","0","18","0","18","18","29","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18",
"0500000US54015","Clay County, West Virginia","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18",
"0500000US54017","Doddridge County, West Virginia","12","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","11","17","1","4","0","18","0","18","0","18","0","18","0","18",
"0500000US54019","Fayette County, West Virginia","92","75","17","27","59","65","0","27","0","27","0","27","6","10","0","27","0","27","0","27","0","27","0","27","0","27","10","18","0","27","0","27","0","27",
"0500000US54021","Gilmer County, West Virginia","36","45","31","43","0","18","0","18","0","18","0","18","0","18","0","18","0","18","5","9","0","18","0","18","0","18","0","18","0","18","0","18","0","18",
"0500000US54023","Grant County, West Virginia","2","3","0","20","0","20","0","20","0","20","0","20","2","3","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20",
"0500000US54025","Greenbrier County, West Virginia","38","48","0","27","0","27","0","27","0","27","0","27","0","27","14","27","0","27","0","27","24","39","0","27","0","27","0","27","0","27","0","27","0","27",
"0500000US54027","Hampshire County, West Virginia","15","20","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","3","5","0","24","0","24","12","19","0","24","0","24",
"0500000US54029","Hancock County, West Virginia","42","31","0","24","0","24","0","24","0","24","0","24","0","24","12","22","0","24","0","24","0","24","15","27","10","15","0","24","0","24","5","9","0","24",
"0500000US54031","Hardy County, West Virginia","179","121","0","20","40","39","0","20","0","20","0","20","7","19","93","95","0","20","0","20","0","20","0","20","9","16","15","27","0","20","15","23","0","20",
"0500000US54033","Harrison County, West Virginia","147","66","2","4","0","30","0","30","16","22","0","30","0","30","0","30","5","9","28","45","0","30","2","4","46","43","6","11","3","5","0","30","39","42",
"0500000US54035","Jackson County, West Virginia","16","29","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","1","5","15","27","0","24","0","24","0","24","0","24",
"0500000US54037","Jefferson County, West Virginia","302","136","0","30","16","27","0","30","25","29","38","63","0","30","0","30","20","33","1","3","24","22","1","3","103","100","0","30","29","40","25","35","20","22",
"0500000US54039","Kanawha County, West Virginia","181","103","40","48","25","31","38","34","1","3","0","30","0","30","0","30","0","30","0","30","0","30","0","30","25","42","0","30","32","35","20","30","0","30",
"0500000US54041","Lewis County, West Virginia","26","30","0","20","0","20","0","20","22","29","0","20","0","20","0","20","0","20","0","20","0","20","4","7","0","20","0","20","0","20","0","20","0","20",
"0500000US54043","Lincoln County, West Virginia","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24",
"0500000US54045","Logan County, West Virginia","2","4","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","2","4",
"0500000US54047","McDowell County, West Virginia","5","7","5","7","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20",
"0500000US54049","Marion County, West Virginia","136","87","0","30","4","8","9","15","0","30","24","29","0","30","0","30","54","74","0","30","2","6","14","22","0","30","0","30","10","16","19","25","0","30",
"0500000US54051","Marshall County, West Virginia","202","190","0","27","5","8","0","27","7","11","0","27","0","27","0","27","0","27","18","29","30","47","0","27","142","182","0","27","0","27","0","27","0","27",
"0500000US54053","Mason County, West Virginia","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24",
"0500000US54055","Mercer County, West Virginia","66","71","0","30","0","30","0","30","9","14","0","30","0","30","0","30","0","30","0","30","0","30","1","3","0","30","56","71","0","30","0","30","0","30",
"0500000US54057","Mineral County, West Virginia","124","93","0","24","15","27","0","24","6","12","0","24","23","40","0","24","0","24","0","24","0","24","0","24","80","70","0","24","0","24","0","24","0","24",
"0500000US54059","Mingo County, West Virginia","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24",
"0500000US54061","Monongalia County, West Virginia","450","213","123","103","4","6","0","30","33","53","83","119","0","30","137","174","22","33","11","18","15","25","0","30","0","30","0","30","0","30","7","11","15","18",
"0500000US54063","Monroe County, West Virginia","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20",
"0500000US54065","Morgan County, West Virginia","111","114","0","20","0","20","77","110","0","20","0","20","0","20","0","20","0","20","0","20","11","18","23","32","0","20","0","20","0","20","0","20","0","20",
"0500000US54067","Nicholas County, West Virginia","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24",
"0500000US54069","Ohio County, West Virginia","56","43","9","15","0","27","19","32","0","27","6","11","0","27","0","27","0","27","0","27","0","27","0","27","14","22","0","27","0","27","0","27","8","13",
"0500000US54071","Pendleton County, West Virginia","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18",
"0500000US54073","Pleasants County, West Virginia","15","12","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","15","12","0","18","0","18","0","18",
"0500000US54075","Pocahontas County, West Virginia","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18",
"0500000US54077","Preston County, West Virginia","2","3","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","2","3","0","27","0","27","0","27","0","27","0","27","0","27","0","27",
"0500000US54079","Putnam County, West Virginia","136","93","0","30","0","30","0","30","37","52","0","30","6","13","0","30","19","34","0","30","0","30","39","50","0","30","25","45","10","16","0","30","0","30",
"0500000US54081","Raleigh County, West Virginia","145","139","0","30","0","30","12","18","0","30","0","30","0","30","0","30","0","30","0","30","106","131","24","38","0","30","0","30","0","30","3","5","0","30",
"0500000US54083","Randolph County, West Virginia","54","50","0","24","0","24","0","24","0","24","0","24","0","24","0","24","9","18","0","24","45","43","0","24","0","24","0","24","0","24","0","24","0","24",
"0500000US54085","Ritchie County, West Virginia","1","2","0","18","0","18","0","18","0","18","1","2","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18",
"0500000US54087","Roane County, West Virginia","6","9","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","6","9","0","20","0","20","0","20","0","20",
"0500000US54089","Summers County, West Virginia","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20",
"0500000US54091","Taylor County, West Virginia","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20",
"0500000US54093","Tucker County, West Virginia","12","17","0","18","12","17","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18",
"0500000US54095","Tyler County, West Virginia","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18",
"0500000US54097","Upshur County, West Virginia","45","56","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","41","57","0","24","0","24","4","7","0","24","0","24","0","24",
"0500000US54099","Wayne County, West Virginia","18","25","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","1","2","2","3","0","27","0","27","15","24",
"0500000US54101","Webster County, West Virginia","9","15","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","9","15",
"0500000US54103","Wetzel County, West Virginia","36","36","0","20","0","20","0","20","12","18","0","20","0","20","23","32","0","20","0","20","0","20","0","20","1","10","0","20","0","20","0","20","0","20",
"0500000US54105","Wirt County, West Virginia","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18",
"0500000US54107","Wood County, West Virginia","85","52","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","17","23","35","40","0","30","0","30","0","30","13","20","20","35","0","30",
"0500000US54109","Wyoming County, West Virginia","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24",
"0500000US55001","Adams County, Wisconsin","96","48","0","18","0","18","0","18","2","3","14","13","0","18","0","18","20","18","6","7","4","6","5","7","0","18","7","8","11","13","0","18","27","38",
"0500000US55003","Ashland County, Wisconsin","21","21","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","9","15","2","3","10","12","0","16","0","16","0","16","0","16",
"0500000US55005","Barron County, Wisconsin","182","75","9","12","13","17","0","21","2","5","0","21","7","9","27","37","0","21","2","3","7","8","53","50","46","37","16","13","0","21","0","21","0","21",
"0500000US55007","Bayfield County, Wisconsin","12","8","0","16","0","16","0","16","0","16","0","16","3","4","0","16","0","16","0","16","0","16","0","16","2","3","3","4","2","4","0","16","2","3",
"0500000US55009","Brown County, Wisconsin","2825","455","161","130","172","119","108","98","72","105","5","9","150","114","67","58","228","121","95","61","342","200","283","154","483","175","368","189","157","101","42","36","92","86",
"0500000US55011","Buffalo County, Wisconsin","38","19","0","16","0","16","1","2","0","16","3","3","9","13","0","16","0","16","0","16","0","16","0","16","22","12","0","16","3","4","0","16","0","16",
"0500000US55013","Burnett County, Wisconsin","26","13","8","8","0","16","2","3","0","16","5","6","0","16","0","16","0","16","3","3","0","16","4","4","3","4","0","16","0","16","1","3","0","16",
"0500000US55015","Calumet County, Wisconsin","177","90","12","23","0","23","0","23","0","23","0","23","0","23","27","33","10","16","0","23","0","23","28","35","41","40","23","34","0","23","6","9","30","38",
"0500000US55017","Chippewa County, Wisconsin","41","38","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","16","23","25","30","0","23","0","23","0","23",
"0500000US55019","Clark County, Wisconsin","112","36","3","4","0","21","2","3","3","5","0","21","4","5","8","8","0","21","7","9","23","19","18","18","4","9","2","3","13","13","20","20","5","6",
"0500000US55021","Columbia County, Wisconsin","165","72","12","19","0","23","44","42","9","13","0","23","21","30","26","33","5","8","0","23","0","23","20","27","11","13","0","23","4","5","2","3","11","11",
"0500000US55023","Crawford County, Wisconsin","11","13","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","3","5","1","2","0","16","2","3","3","4","1","1","1","5",
"0500000US55025","Dane County, Wisconsin","3602","590","395","276","102","80","129","126","143","89","152","85","245","110","123","119","67","54","144","130","418","287","164","78","489","186","361","140","174","117","346","183","150","71",
"0500000US55027","Dodge County, Wisconsin","236","93","3","4","0","23","0","23","1","3","4","6","5","7","0","23","24","30","14","17","7","9","89","82","61","45","13","22","0","23","1","3","14","9",
"0500000US55029","Door County, Wisconsin","101","45","5","7","16","23","0","21","15","19","4","9","0","21","17","21","11","16","0","21","11","12","1","3","4","9","0","21","17","21","0","21","0","21",
"0500000US55031","Douglas County, Wisconsin","73","63","0","21","0","21","0","21","2","3","0","21","0","21","0","21","0","21","2","3","1","2","0","21","15","13","0","21","7","7","46","62","0","21",
"0500000US55033","Dunn County, Wisconsin","116","59","4","5","0","21","0","21","0","21","0","21","0","21","0","21","28","39","2","2","5","7","3","5","12","18","15","15","2","5","45","44","0","21",
"0500000US55035","Eau Claire County, Wisconsin","198","76","16","25","0","23","0","23","0","23","4","9","0","23","0","23","0","23","0","23","19","22","10","18","39","37","7","15","0","23","54","43","49","47",
"0500000US55037","Florence County, Wisconsin","3","4","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","1","3","0","10","0","10","0","10","0","10","2","4",
"0500000US55039","Fond du Lac County, Wisconsin","420","133","14","17","9","16","11","17","0","23","38","38","0","23","13","15","28","33","11","18","18","17","58","41","78","53","7","9","81","80","3","6","51","42",
"0500000US55041","Forest County, Wisconsin","46","30","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","33","27","0","14","7","8","0","14","0","14","0","14","6","6",
"0500000US55043","Grant County, Wisconsin","92","54","2","4","1","2","0","23","0","23","0","23","0","23","1","3","16","27","0","23","0","23","9","11","3","3","13","16","8","11","0","23","39","39",
"0500000US55045","Green County, Wisconsin","117","58","2","4","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","23","36","0","21","41","39","44","40","1","3","6","8","0","21",
"0500000US55047","Green Lake County, Wisconsin","74","45","0","16","2","4","0","16","1","2","0","16","28","36","0","16","5","6","7","11","23","22","3","4","2","3","0","16","3","4","0","16","0","16",
"0500000US55049","Iowa County, Wisconsin","46","29","0","18","0","18","0","18","0","18","0","18","19","25","0","18","0","18","4","5","0","18","10","12","0","18","0","18","4","4","0","18","9","9",
"0500000US55051","Iron County, Wisconsin","14","13","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","14","13","0","14","0","14","0","14",
"0500000US55053","Jackson County, Wisconsin","92","48","3","4","0","18","1","3","0","18","0","18","0","18","3","4","2","3","0","18","10","10","29","31","12","9","10","10","0","18","20","30","2","3",
"0500000US55055","Jefferson County, Wisconsin","651","156","0","23","14","18","39","55","2","3","1","3","25","32","58","46","0","23","93","61","78","62","30","30","105","78","94","105","1","2","41","55","70","45",
"0500000US55057","Juneau County, Wisconsin","67","32","0","18","2","3","3","6","0","18","3","11","0","18","0","18","0","18","2","3","29","28","0","18","0","18","0","18","0","18","22","18","6","8",
"0500000US55059","Kenosha County, Wisconsin","1729","344","70","56","62","52","109","92","90","80","35","28","13","22","105","106","47","42","124","106","222","137","189","109","182","108","134","83","103","73","125","103","119","104",
"0500000US55061","Kewaunee County, Wisconsin","37","27","0","18","0","18","0","18","13","19","2","3","0","18","0","18","0","18","0","18","8","10","7","9","3","4","0","18","0","18","1","4","3","5",
"0500000US55063","La Crosse County, Wisconsin","258","101","17","19","0","23","9","12","7","10","5","9","0","23","34","55","45","60","7","14","6","11","26","24","52","43","22","34","10","19","9","15","9","16",
"0500000US55065","Lafayette County, Wisconsin","12","11","0","16","0","16","0","16","0","16","0","16","2","3","0","16","0","16","0","16","0","16","2","2","0","16","6","8","0","16","2","6","0","16",
"0500000US55067","Langlade County, Wisconsin","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16",
"0500000US55069","Lincoln County, Wisconsin","60","27","17","23","0","18","0","18","0","18","0","18","2","3","0","18","0","18","0","18","0","18","9","10","0","18","28","23","3","5","0","18","1","3",
"0500000US55071","Manitowoc County, Wisconsin","216","83","24","24","8","13","0","23","0","23","7","10","0","23","17","23","3","7","20","19","24","32","51","72","11","18","10","13","14","18","18","25","9","11",
"0500000US55073","Marathon County, Wisconsin","405","113","31","40","0","23","9","15","3","4","7","11","34","18","1","3","6","9","53","42","17","21","113","80","75","57","13","14","13","17","8","10","22","26",
"0500000US55075","Marinette County, Wisconsin","127","59","0","21","2","4","0","21","23","25","38","48","0","21","16","25","18","18","2","4","0","21","8","8","11","14","0","21","0","21","0","21","9","15",
"0500000US55077","Marquette County, Wisconsin","51","30","0","16","12","17","0","16","0","16","0","16","7","11","1","2","17","24","0","16","3","4","5","7","3","4","1","2","2","3","0","16","0","16",
"0500000US55078","Menominee County, Wisconsin","7","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","7","10","0","10","0","10","0","10","0","10","0","10","0","10",
"0500000US55079","Milwaukee County, Wisconsin","17593","1132","1282","307","1049","241","520","225","955","271","797","233","851","326","863","340","1059","280","882","225","1476","273","2058","477","2139","394","1720","318","662","225","729","261","551","160",
"0500000US55081","Monroe County, Wisconsin","291","77","18","20","2","4","9","15","29","27","0","21","26","22","1","3","8","12","18","25","30","23","61","58","11","12","2","3","32","33","20","30","24","31",
"0500000US55083","Oconto County, Wisconsin","46","33","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","24","30","4","6","0","21","0","21","11","11","7","10",
"0500000US55085","Oneida County, Wisconsin","42","30","0","21","18","23","0","21","7","10","0","21","0","21","0","21","0","21","0","21","0","21","0","21","11","12","0","21","6","10","0","21","0","21",
"0500000US55087","Outagamie County, Wisconsin","1026","194","47","62","0","23","49","46","42","48","16","24","131","84","117","83","72","79","16","24","63","55","147","97","89","61","91","61","14","22","84","70","48","39",
"0500000US55089","Ozaukee County, Wisconsin","211","91","12","18","0","23","0","23","26","43","0","23","0","23","0","23","0","23","17","20","48","48","26","38","18","16","34","48","12","16","0","23","18","23",
"0500000US55091","Pepin County, Wisconsin","50","34","3","4","0","14","0","14","0","14","0","14","0","14","35","33","0","14","0","14","3","6","3","7","0","14","2","3","1","3","3","4","0","14",
"0500000US55093","Pierce County, Wisconsin","140","95","0","21","10","15","0","21","0","21","0","21","1","2","0","21","0","21","0","21","43","54","62","78","2","3","13","9","2","3","2","4","5","7",
"0500000US55095","Polk County, Wisconsin","80","28","1","2","12","16","0","21","1","3","10","13","0","21","1","4","11","14","0","21","6","7","4","5","15","11","7","6","8","7","3","4","1","2",
"0500000US55097","Portage County, Wisconsin","409","127","42","42","0","23","6","8","59","77","48","51","19","29","6","10","70","27","23","32","41","30","13","13","28","19","24","31","5","8","0","23","25","31",
"0500000US55099","Price County, Wisconsin","41","21","0","16","1","2","2","3","3","4","0","16","0","16","6","8","13","15","0","16","0","16","8","10","5","6","3","3","0","16","0","16","0","16",
"0500000US55101","Racine County, Wisconsin","2245","412","169","199","85","89","93","87","8","14","167","181","41","58","173","114","163","123","175","133","206","102","179","101","253","135","205","123","64","50","179","150","85","55",
"0500000US55103","Richland County, Wisconsin","184","49","0","16","0","16","9","14","0","16","27","25","0","16","0","16","44","48","2","3","40","46","44","42","9","14","4","5","0","16","5","5","0","16",
"0500000US55105","Rock County, Wisconsin","1475","319","132","151","13","13","15","19","107","84","130","156","19","24","13","16","4","5","3","5","241","131","70","52","226","98","214","148","138","89","117","97","33","45",
"0500000US55107","Rusk County, Wisconsin","19","10","6","6","0","16","0","16","0","16","0","16","0","16","0","16","2","3","0","16","0","16","4","4","6","5","0","16","0","16","1","2","0","16",
"0500000US55109","St. Croix County, Wisconsin","297","110","0","23","31","48","0","23","14","21","0","23","18","26","0","23","23","23","0","23","7","15","37","55","41","35","18","13","12","9","26","36","70","75",
"0500000US55111","Sauk County, Wisconsin","479","131","43","43","0","23","0","23","0","23","20","22","18","23","34","37","47","54","0","23","85","58","48","46","66","44","68","65","0","23","10","18","40","36",
"0500000US55113","Sawyer County, Wisconsin","40","29","0","16","0","16","3","4","0","16","0","16","11","14","0","16","2","3","0","16","0","16","6","9","18","24","0","16","0","16","0","16","0","16",
"0500000US55115","Shawano County, Wisconsin","74","36","26","24","8","9","1","5","0","21","2","3","0","21","0","21","0","21","0","21","2","3","16","24","7","6","3","5","7","8","2","3","0","21",
"0500000US55117","Sheboygan County, Wisconsin","624","175","26","26","22","26","14","24","19","30","0","23","0","23","144","126","18","21","37","34","56","51","85","59","45","46","96","86","34","33","11","13","17","15",
"0500000US55119","Taylor County, Wisconsin","40","23","4","5","0","16","0","16","0","16","0","16","3","4","0","16","1","3","1","2","6","4","0","16","4","5","0","16","21","20","0","16","0","16",
"0500000US55121","Trempealeau County, Wisconsin","369","70","2","7","0","21","0","21","44","32","12","22","18","16","9","14","59","53","18","16","18","14","31","32","20","18","76","61","49","47","12","11","1","1",
"0500000US55123","Vernon County, Wisconsin","99","32","0","21","0","21","2","3","4","5","9","10","9","9","0","21","13","13","2","3","0","21","8","9","7","8","23","18","7","9","9","8","6","6",
"0500000US55125","Vilas County, Wisconsin","45","39","0","18","0","18","0","18","4","6","0","18","6","9","0","18","32","37","0","18","3","4","0","18","0","18","0","18","0","18","0","18","0","18",
"0500000US55127","Walworth County, Wisconsin","1101","204","53","55","4","8","19","29","12","18","31","34","91","83","15","26","16","27","38","38","55","36","234","128","94","46","96","48","43","31","103","79","197","106",
"0500000US55129","Washburn County, Wisconsin","33","23","7","11","3","4","0","16","0","16","3","7","0","16","2","3","4","7","4","5","0","16","7","9","2","3","0","16","0","16","1","2","0","16",
"0500000US55131","Washington County, Wisconsin","289","95","28","31","3","6","18","28","9","13","13","23","0","23","0","23","17","28","15","24","16","27","17","22","74","54","8","12","53","47","12","19","6","15",
"0500000US55133","Waukesha County, Wisconsin","1792","353","157","111","10","16","75","81","17","21","15","19","94","59","172","198","90","61","6","10","125","72","216","130","319","132","75","57","74","61","202","71","145","81",
"0500000US55135","Waupaca County, Wisconsin","179","56","20","31","1","2","5","9","0","23","12","17","0","23","0","23","0","23","17","15","16","26","17","18","23","29","44","32","11","17","3","4","10","14",
"0500000US55137","Waushara County, Wisconsin","187","54","28","30","3","6","2","3","12","17","0","18","2","3","0","18","6","7","7","9","37","39","5","7","63","39","9","7","7","7","1","2","5","8",
"0500000US55139","Winnebago County, Wisconsin","596","191","42","69","0","23","6","12","12","21","25","29","30","32","142","103","70","91","24","28","8","7","108","62","28","33","24","21","23","23","29","28","25","26",
"0500000US55141","Wood County, Wisconsin","212","85","0","23","40","38","18","23","29","44","0","23","11","19","36","40","0","23","9","9","4","5","2","4","4","5","6","8","1","3","46","60","6","11",
"0500000US56001","Albany County, Wyoming","421","161","82","91","15","25","57","82","0","27","18","31","15","24","51","70","20","20","0","27","13","21","87","97","7","13","22","34","34","57","0","27","0","27",
"0500000US56003","Big Horn County, Wyoming","95","51","9","16","0","20","0","20","0","20","0","20","0","20","11","11","31","39","0","20","4","9","7","9","33","28","0","20","0","20","0","20","0","20",
"0500000US56005","Campbell County, Wyoming","457","169","0","27","0","27","0","27","17","23","7","18","0","27","0","27","0","27","0","27","161","118","102","118","106","81","54","60","10","20","0","27","0","27",
"0500000US56007","Carbon County, Wyoming","207","88","0","20","21","26","0","20","0","20","51","55","9","16","0","20","19","27","0","20","24","37","16","21","3","4","0","20","0","20","64","52","0","20",
