"GEO_ID","NAME","B01001C_001E","B01001C_001M","B01001C_002E","B01001C_002M","B01001C_003E","B01001C_003M","B01001C_004E","B01001C_004M","B01001C_005E","B01001C_005M","B01001C_006E","B01001C_006M","B01001C_007E","B01001C_007M","B01001C_008E","B01001C_008M","B01001C_009E","B01001C_009M","B01001C_010E","B01001C_010M","B01001C_011E","B01001C_011M","B01001C_012E","B01001C_012M","B01001C_013E","B01001C_013M","B01001C_014E","B01001C_014M","B01001C_015E","B01001C_015M","B01001C_016E","B01001C_016M","B01001C_017E","B01001C_017M","B01001C_018E","B01001C_018M","B01001C_019E","B01001C_019M","B01001C_020E","B01001C_020M","B01001C_021E","B01001C_021M","B01001C_022E","B01001C_022M","B01001C_023E","B01001C_023M","B01001C_024E","B01001C_024M","B01001C_025E","B01001C_025M","B01001C_026E","B01001C_026M","B01001C_027E","B01001C_027M","B01001C_028E","B01001C_028M","B01001C_029E","B01001C_029M","B01001C_030E","B01001C_030M","B01001C_031E","B01001C_031M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Male:","Margin of Error!!Total:!!Male:","Estimate!!Total:!!Male:!!Under 5 years","Margin of Error!!Total:!!Male:!!Under 5 years","Estimate!!Total:!!Male:!!5 to 9 years","Margin of Error!!Total:!!Male:!!5 to 9 years","Estimate!!Total:!!Male:!!10 to 14 years","Margin of Error!!Total:!!Male:!!10 to 14 years","Estimate!!Total:!!Male:!!15 to 17 years","Margin of Error!!Total:!!Male:!!15 to 17 years","Estimate!!Total:!!Male:!!18 and 19 years","Margin of Error!!Total:!!Male:!!18 and 19 years","Estimate!!Total:!!Male:!!20 to 24 years","Margin of Error!!Total:!!Male:!!20 to 24 years","Estimate!!Total:!!Male:!!25 to 29 years","Margin of Error!!Total:!!Male:!!25 to 29 years","Estimate!!Total:!!Male:!!30 to 34 years","Margin of Error!!Total:!!Male:!!30 to 34 years","Estimate!!Total:!!Male:!!35 to 44 years","Margin of Error!!Total:!!Male:!!35 to 44 years","Estimate!!Total:!!Male:!!45 to 54 years","Margin of Error!!Total:!!Male:!!45 to 54 years","Estimate!!Total:!!Male:!!55 to 64 years","Margin of Error!!Total:!!Male:!!55 to 64 years","Estimate!!Total:!!Male:!!65 to 74 years","Margin of Error!!Total:!!Male:!!65 to 74 years","Estimate!!Total:!!Male:!!75 to 84 years","Margin of Error!!Total:!!Male:!!75 to 84 years","Estimate!!Total:!!Male:!!85 years and over","Margin of Error!!Total:!!Male:!!85 years and over","Estimate!!Total:!!Female:","Margin of Error!!Total:!!Female:","Estimate!!Total:!!Female:!!Under 5 years","Margin of Error!!Total:!!Female:!!Under 5 years","Estimate!!Total:!!Female:!!5 to 9 years","Margin of Error!!Total:!!Female:!!5 to 9 years","Estimate!!Total:!!Female:!!10 to 14 years","Margin of Error!!Total:!!Female:!!10 to 14 years","Estimate!!Total:!!Female:!!15 to 17 years","Margin of Error!!Total:!!Female:!!15 to 17 years","Estimate!!Total:!!Female:!!18 and 19 years","Margin of Error!!Total:!!Female:!!18 and 19 years","Estimate!!Total:!!Female:!!20 to 24 years","Margin of Error!!Total:!!Female:!!20 to 24 years","Estimate!!Total:!!Female:!!25 to 29 years","Margin of Error!!Total:!!Female:!!25 to 29 years","Estimate!!Total:!!Female:!!30 to 34 years","Margin of Error!!Total:!!Female:!!30 to 34 years","Estimate!!Total:!!Female:!!35 to 44 years","Margin of Error!!Total:!!Female:!!35 to 44 years","Estimate!!Total:!!Female:!!45 to 54 years","Margin of Error!!Total:!!Female:!!45 to 54 years","Estimate!!Total:!!Female:!!55 to 64 years","Margin of Error!!Total:!!Female:!!55 to 64 years","Estimate!!Total:!!Female:!!65 to 74 years","Margin of Error!!Total:!!Female:!!65 to 74 years","Estimate!!Total:!!Female:!!75 to 84 years","Margin of Error!!Total:!!Female:!!75 to 84 years","Estimate!!Total:!!Female:!!85 years and over","Margin of Error!!Total:!!Female:!!85 years and over",
"0500000US48039","Brazoria County, Texas","1655","486","875","337","66","59","77","79","40","35","22","27","4","9","36","33","49","62","94","85","46","34","76","66","65","55","281","192","6","9","13","16","780","295","6","18","95","69","20","32","54","38","91","102","0","35","32","49","103","91","156","84","37","35","142","86","39","35","0","35","5","7",
"0500000US48041","Brazos County, Texas","1362","599","534","233","65","54","47","48","6","12","16","20","12","14","104","59","21","25","90","69","63","60","22","28","78","72","0","35","10","16","0","35","828","390","115","106","68","66","145","169","69","75","65","70","117","91","66","59","59","48","23","31","36","35","59","48","6","9","0","35","0","35",
"0500000US48043","Brewster County, Texas","38","55","38","55","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","31","52","7","19","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US48045","Briscoe County, Texas","2","4","2","4","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","2","4","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15",
"0500000US48047","Brooks County, Texas","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US48049","Brown County, Texas","62","43","38","34","0","31","0","31","0","31","0","31","4","9","9","18","0","31","0","31","15","21","6","11","3","5","1","2","0","31","0","31","24","20","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","1","3","0","31","15","14","1","2","7","12","0","31",
"0500000US48051","Burleson County, Texas","117","118","21","30","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","21","30","0","23","0","23","0","23","0","23","0","23","96","94","0","23","0","23","45","63","0","23","0","23","0","23","26","51","0","23","0","23","25","39","0","23","0","23","0","23","0","23",
"0500000US48053","Burnet County, Texas","395","307","217","174","0","35","0","35","16","18","0","35","28","46","16","25","56","95","12","19","41","55","8","17","15","26","15","16","0","35","10","15","178","159","0","35","0","35","37","57","32","38","0","35","0","35","0","35","0","35","36","59","27","33","10","16","36","39","0","35","0","35",
"0500000US48055","Caldwell County, Texas","253","200","115","104","0","31","0","31","18","30","0","31","0","31","0","31","49","59","0","31","16","29","0","31","0","31","32","43","0","31","0","31","138","141","0","31","0","31","33","53","0","31","0","31","0","31","0","31","0","31","0","31","68","85","5","7","26","30","0","31","6","10",
"0500000US48057","Calhoun County, Texas","37","39","37","39","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","34","39","0","23","3","5","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23",
"0500000US48059","Callahan County, Texas","7","9","6","9","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","6","9","0","23","0","23","1","2","0","23","0","23","0","23","0","23","0","23","1","2","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23",
"0500000US48061","Cameron County, Texas","1912","663","931","388","38","38","14","20","31","34","39","32","28","26","164","169","136","117","37","44","241","176","87","66","26","20","77","50","13","15","0","35","981","320","32","31","111","131","88","39","56","63","12","23","60","53","40","39","54","64","157","114","144","80","64","51","109","67","37","33","17","21",
"0500000US48063","Camp County, Texas","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23",
"0500000US48065","Carson County, Texas","126","94","30","50","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","30","50","0","21","0","21","0","21","0","21","96","100","0","21","0","21","0","21","0","21","0","21","12","19","0","21","0","21","0","21","5","9","0","21","0","21","79","102","0","21",
"0500000US48067","Cass County, Texas","167","118","54","42","0","28","0","28","0","28","0","28","0","28","0","28","0","28","16","19","2","7","0","28","29","37","7","11","0","28","0","28","113","95","43","52","0","28","0","28","0","28","0","28","0","28","21","31","3","7","0","28","41","52","4","7","1","2","0","28","0","28",
"0500000US48069","Castro County, Texas","49","51","25","31","0","21","0","21","8","13","0","21","0","21","0","21","0","21","0","21","0","21","17","27","0","21","0","21","0","21","0","21","24","32","0","21","4","7","0","21","0","21","0","21","0","21","14","26","6","12","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US48071","Chambers County, Texas","60","55","56","56","0","31","0","31","0","31","0","31","0","31","0","31","6","14","0","31","0","31","47","55","3","6","0","31","0","31","0","31","4","5","0","31","0","31","0","31","0","31","0","31","0","31","1","2","0","31","0","31","0","31","3","5","0","31","0","31","0","31",
"0500000US48073","Cherokee County, Texas","720","553","408","298","0","35","0","35","0","35","0","35","0","35","143","114","96","92","3","7","33","37","91","93","29","42","13","19","0","35","0","35","312","270","0","35","87","103","0","35","68","73","7","9","16","27","0","35","0","35","0","35","74","92","43","34","17","29","0","35","0","35",
"0500000US48075","Childress County, Texas","8","16","3","6","0","21","2","4","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","1","4","0","21","0","21","5","11","2","5","2","4","0","21","0","21","0","21","0","21","1","3","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US48077","Clay County, Texas","61","41","25","24","0","23","5","9","10","13","0","23","0","23","0","23","0","23","1","3","0","23","6","10","3","5","0","23","0","23","0","23","36","26","5","9","0","23","3","5","0","23","0","23","0","23","4","8","0","23","4","6","17","19","3","5","0","23","0","23","0","23",
"0500000US48079","Cochran County, Texas","8","10","5","7","4","6","0","15","0","15","0","15","0","15","0","15","0","15","0","15","1","2","0","15","0","15","0","15","0","15","0","15","3","6","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","1","3","1","6","0","15","1","2","0","15",
"0500000US48081","Coke County, Texas","10","10","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","10","10","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","7","8","0","15","0","15","3","4","0","15","0","15",
"0500000US48083","Coleman County, Texas","58","57","19","20","0","21","0","21","0","21","0","21","0","21","0","21","12","15","4","8","3","4","0","21","0","21","0","21","0","21","0","21","39","41","16","22","0","21","11","13","0","21","0","21","0","21","0","21","4","8","0","21","0","21","7","11","1","2","0","21","0","21",
"0500000US48085","Collin County, Texas","4839","742","2066","434","97","65","126","67","244","157","78","64","17","21","276","91","190","68","136","112","253","111","319","192","105","48","109","70","116","48","0","35","2773","467","128","88","62","59","186","83","123","50","118","67","205","103","159","99","179","100","381","119","572","275","288","100","293","148","79","49","0","35",
"0500000US48087","Collingsworth County, Texas","45","66","31","45","0","15","0","15","14","22","0","15","0","15","0","15","0","15","0","15","0","15","15","24","0","15","0","15","2","4","0","15","14","22","0","15","12","20","0","15","0","15","0","15","0","15","0","15","0","15","2","4","0","15","0","15","0","15","0","15","0","15",
"0500000US48089","Colorado County, Texas","130","107","56","62","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","14","24","10","21","17","31","0","28","15","26","0","28","74","77","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","12","20","0","28","0","28","56","72","6","10","0","28",
"0500000US48091","Comal County, Texas","634","305","335","203","9","15","4","7","19","25","0","35","60","81","75","112","52","69","0","35","23","37","7","14","43","54","16","26","27","28","0","35","299","136","0","35","19","24","0","35","0","35","0","35","88","97","0","35","21","28","0","35","21","26","77","68","4","9","62","52","7","13",
"0500000US48093","Comanche County, Texas","109","124","54","68","0","23","17","31","0","23","0","23","0","23","0","23","23","37","13","19","0","23","0","23","1","2","0","23","0","23","0","23","55","64","0","23","17","30","0","23","12","21","0","23","0","23","0","23","0","23","19","32","6","12","0","23","1","3","0","23","0","23",
"0500000US48095","Concho County, Texas","2","3","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","2","3","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","2","3","0","15",
"0500000US48097","Cooke County, Texas","225","108","131","85","28","19","0","31","6","13","20","21","8","12","0","31","2","6","0","31","65","54","0","31","0","31","2","3","0","31","0","31","94","50","0","31","7","11","0","31","0","31","0","31","0","31","0","31","0","31","9","10","28","31","46","38","4","9","0","31","0","31",
"0500000US48099","Coryell County, Texas","535","192","278","127","0","35","0","35","57","63","22","29","14","30","16","23","0","35","32","40","63","56","28","27","25","34","3","4","18","23","0","35","257","123","12","21","28","34","5","9","0","35","0","35","8","14","70","63","39","46","50","53","32","27","13","20","0","35","0","35","0","35",
"0500000US48101","Cottle County, Texas","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15",
"0500000US48103","Crane County, Texas","11","20","5","11","0","15","0","15","0","15","0","15","0","15","4","12","0","15","1","3","0","15","0","15","0","15","0","15","0","15","0","15","6","12","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","6","12","0","15","0","15","0","15","0","15",
"0500000US48105","Crockett County, Texas","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15",
"0500000US48107","Crosby County, Texas","6","8","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","6","8","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","6","8","0","21","0","21","0","21","0","21",
"0500000US48109","Culberson County, Texas","61","76","60","76","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","57","77","3","3","0","15","0","15","0","15","0","15","1","4","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","1","4","0","15","0","15","0","15","0","15","0","15",
"0500000US48111","Dallam County, Texas","128","222","34","49","0","21","0","21","0","21","11","25","0","21","0","21","0","21","0","21","0","21","18","38","0","21","5","7","0","21","0","21","94","180","0","21","0","21","0","21","18","40","26","57","27","58","0","21","0","21","0","21","23","37","0","21","0","21","0","21","0","21",
"0500000US48113","Dallas County, Texas","18019","1985","8764","995","346","166","556","160","636","217","388","137","272","137","556","178","696","210","950","253","1431","316","1128","301","999","257","706","172","89","54","11","14","9255","1143","445","189","656","218","797","245","563","197","426","185","851","301","720","181","821","254","1203","264","1138","288","1108","293","320","100","142","77","65","43",
"0500000US48115","Dawson County, Texas","21","24","15","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","8","17","2","14","5","11","0","23","0","23","6","10","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","4","9","0","23","2","5","0","23",
"0500000US48117","Deaf Smith County, Texas","244","125","48","55","14","21","13","22","0","23","0","23","0","23","0","23","17","30","0","23","0","23","0","23","0","23","4","10","0","23","0","23","196","116","0","23","0","23","0","23","0","23","65","92","0","23","13","20","19","59","0","23","37","44","0","23","62","65","0","23","0","23",
"0500000US48119","Delta County, Texas","14","20","5","7","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","5","7","0","21","0","21","0","21","0","21","9","14","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","5","7","4","7","0","21","0","21",
"0500000US48121","Denton County, Texas","6524","1362","3136","659","226","141","261","155","217","124","105","69","57","57","477","317","139","79","328","151","744","274","323","110","115","55","96","59","48","37","0","35","3388","851","199","126","172","138","314","171","437","190","32","30","238","153","333","195","170","130","481","187","476","190","277","144","153","87","80","43","26","41",
"0500000US48123","DeWitt County, Texas","194","177","109","87","46","67","0","23","0","23","0","23","0","23","3","6","9","20","0","23","3","7","21","31","24","28","2","4","1","3","0","23","85","103","34","51","0","23","0","23","0","23","0","23","0","23","38","53","0","23","11","17","0","23","2","9","0","23","0","23","0","23",
"0500000US48125","Dickens County, Texas","19","21","19","21","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","5","9","14","20","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15",
"0500000US48127","Dimmit County, Texas","99","142","99","142","0","21","0","21","0","21","0","21","0","21","0","21","0","21","36","69","63","87","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US48129","Donley County, Texas","12","18","6","10","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","1","3","0","15","4","11","1","2","0","15","0","15","6","10","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","4","10","2","4","0","15","0","15","0","15",
"0500000US48131","Duval County, Texas","62","91","1","3","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","1","3","0","21","0","21","0","21","0","21","61","90","0","21","0","21","0","21","0","21","3","6","39","70","0","21","0","21","0","21","12","20","0","21","0","21","7","13","0","21",
"0500000US48133","Eastland County, Texas","102","79","61","65","0","23","0","23","0","23","0","23","28","56","0","23","0","23","0","23","0","23","0","23","33","32","0","23","0","23","0","23","41","32","0","23","0","23","0","23","0","23","14","24","0","23","0","23","0","23","0","23","0","23","17","23","1","2","9","17","0","23",
"0500000US48135","Ector County, Texas","1161","480","627","248","25","39","68","76","0","35","14","27","0","35","73","104","44","32","63","68","98","89","97","66","58","61","51","49","36","39","0","35","534","279","52","60","63","64","47","50","0","35","15","23","11","20","90","86","93","77","46","40","14","26","89","69","14","19","0","35","0","35",
"0500000US48137","Edwards County, Texas","2","3","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","2","3","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","2","3","0","15",
"0500000US48139","Ellis County, Texas","1395","491","742","284","51","49","124","109","23","24","18","19","3","5","7","12","54","52","109","95","148","105","48","40","87","73","39","29","29","19","2","6","653","252","39","57","38","57","32","44","1","3","30","40","12","16","70","71","148","109","88","93","66","47","114","78","15","15","0","35","0","35",
"0500000US48141","El Paso County, Texas","7922","1191","4163","597","289","130","249","110","367","104","160","119","202","118","238","107","281","96","313","142","554","228","542","203","455","150","340","113","151","77","22","19","3759","733","191","116","261","125","319","200","165","98","81","72","262","157","333","163","365","166","654","220","433","134","318","120","241","83","124","59","12","16",
"0500000US48143","Erath County, Texas","296","143","104","92","24","37","19","25","6","9","0","31","0","31","0","31","15","23","0","31","0","31","8","14","18","26","14","13","0","31","0","31","192","106","2","4","6","8","16","21","12","19","10","17","18","20","1","3","80","93","14","16","7","10","14","21","0","31","12","24","0","31",
"0500000US48145","Falls County, Texas","52","53","10","14","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","10","14","0","23","42","46","0","23","7","12","0","23","0","23","0","23","0","23","0","23","27","42","8","11","0","23","0","23","0","23","0","23","0","23",
"0500000US48147","Fannin County, Texas","146","76","64","39","1","3","0","31","2","3","0","31","10","16","4","8","0","31","4","5","5","7","7","11","13","16","10","16","6","10","2","4","82","44","2","3","2","5","2","4","0","31","0","31","1","2","1","2","19","19","6","8","9","12","12","12","28","19","0","31","0","31",
"0500000US48149","Fayette County, Texas","79","82","28","37","0","28","7","11","0","28","0","28","0","28","0","28","0","28","9","16","0","28","0","28","0","28","6","12","6","12","0","28","51","54","0","28","0","28","24","37","0","28","0","28","0","28","0","28","8","14","0","28","0","28","13","22","6","12","0","28","0","28",
"0500000US48151","Fisher County, Texas","12","13","3","4","0","15","0","15","0","15","0","15","0","15","0","15","1","3","0","15","0","15","0","15","0","15","0","15","2","3","0","15","9","11","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","7","10","2","3","0","15",
"0500000US48153","Floyd County, Texas","7","10","7","10","0","21","0","21","0","21","0","21","0","21","0","21","0","21","4","7","0","21","0","21","0","21","0","21","3","7","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US48155","Foard County, Texas","5","8","5","8","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","5","8","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15",
"0500000US48157","Fort Bend County, Texas","3248","943","1561","533","50","49","46","48","300","204","62","64","93","104","88","96","36","50","112","68","325","189","145","80","214","125","57","36","33","32","0","35","1687","474","68","78","102","85","74","92","62","71","48","61","215","143","133","116","195","131","167","111","305","140","176","102","68","56","68","59","6","13",
"0500000US48159","Franklin County, Texas","29","20","11","13","0","23","0","23","0","23","0","23","0","23","3","5","0","23","0","23","0","23","8","9","0","23","0","23","0","23","0","23","18","14","0","23","0","23","0","23","0","23","0","23","4","7","0","23","5","7","0","23","5","7","3","6","0","23","1","2","0","23",
"0500000US48161","Freestone County, Texas","78","84","35","55","13","21","0","23","0","23","0","23","0","23","21","36","0","23","0","23","0","23","0","23","1","2","0","23","0","23","0","23","43","36","0","23","0","23","0","23","0","23","0","23","13","21","0","23","0","23","4","6","15","19","0","23","0","23","0","23","11","17",
"0500000US48163","Frio County, Texas","42","51","42","51","0","23","0","23","0","23","0","23","0","23","0","23","23","36","12","24","0","23","7","15","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23",
"0500000US48165","Gaines County, Texas","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28",
"0500000US48167","Galveston County, Texas","1319","378","629","217","20","27","2","4","26","31","0","35","62","73","77","69","47","40","23","32","67","59","134","83","65","42","62","45","33","25","11","17","690","240","4","7","72","66","71","68","24","31","3","5","24","23","64","55","76","69","30","33","189","117","64","46","26","24","43","37","0","35",
"0500000US48169","Garza County, Texas","38","42","15","22","0","21","0","21","0","21","2","4","1","3","1","4","9","19","0","21","0","21","0","21","2","5","0","21","0","21","0","21","23","35","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","23","35","0","21","0","21","0","21","0","21",
"0500000US48171","Gillespie County, Texas","151","167","37","56","0","28","2","13","2","12","0","28","0","28","27","40","0","28","0","28","0","28","1","9","0","28","5","8","0","28","0","28","114","120","0","28","0","28","2","12","2","13","0","28","28","44","38","55","0","28","0","28","0","28","40","60","0","28","4","10","0","28",
"0500000US48173","Glasscock County, Texas","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15",
"0500000US48175","Goliad County, Texas","30","31","2","5","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","2","5","0","21","0","21","28","30","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","28","30","0","21","0","21","0","21","0","21","0","21",
"0500000US48177","Gonzales County, Texas","24","28","12","19","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","12","19","0","23","0","23","0","23","0","23","12","19","0","23","0","23","0","23","0","23","0","23","12","19","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23",
"0500000US48179","Gray County, Texas","263","110","115","59","8","10","9","8","3","5","0","28","35","47","34","36","0","28","0","28","0","28","2","4","19","18","5","9","0","28","0","28","148","68","13","12","1","5","27","44","3","5","0","28","14","22","6","8","36","39","21","15","0","28","22","33","5","8","0","28","0","28",
"0500000US48181","Grayson County, Texas","802","209","481","140","24","28","0","35","9","11","11","11","29","29","9","12","45","47","40","29","94","55","46","35","101","67","51","34","14","15","8","22","321","104","2","5","43","34","34","30","14","17","2","7","6","8","13","14","18","18","53","30","25","32","33","19","28","21","50","52","0","35",
"0500000US48183","Gregg County, Texas","296","129","129","71","6","9","0","35","26","26","0","35","0","35","29","42","0","35","3","4","15","22","4","7","1","3","45","33","0","35","0","35","167","71","0","35","6","11","31","38","0","35","0","35","6","10","0","35","7","12","14","20","38","49","31","26","26","26","8","13","0","35",
"0500000US48185","Grimes County, Texas","161","106","115","95","0","31","0","31","0","31","9","17","0","31","27","44","0","31","14","24","13","31","42","53","8","15","2","3","0","31","0","31","46","33","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","21","32","10","12","1","4","14","21","0","31",
"0500000US48187","Guadalupe County, Texas","696","281","351","137","29","47","7","12","10","14","13","21","18","26","27","32","9","15","21","35","69","59","65","52","63","54","14","22","2","4","4","10","345","186","0","35","3","6","67","77","13","21","8","14","30","52","2","5","20","24","72","82","11","14","55","53","60","55","4","6","0","35",
"0500000US48189","Hale County, Texas","555","345","206","124","0","31","0","31","85","91","40","41","0","31","0","31","0","31","0","31","46","42","1","5","14","17","20","23","0","31","0","31","349","231","0","31","20","31","61","67","74","75","18","32","0","31","0","31","0","31","131","91","30","35","12","15","3","11","0","31","0","31",
"0500000US48191","Hall County, Texas","29","22","21","18","2","4","0","15","6","8","0","15","0","15","0","15","0","15","2","3","0","15","3","4","8","9","0","15","0","15","0","15","8","9","0","15","0","15","0","15","0","15","0","15","0","15","4","6","0","15","0","15","0","15","0","15","4","8","0","15","0","15",
"0500000US48193","Hamilton County, Texas","23","28","18","29","0","21","0","21","0","21","0","21","0","21","0","21","17","30","0","21","0","21","1","2","0","21","0","21","0","21","0","21","5","8","0","21","0","21","3","5","2","4","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US48195","Hansford County, Texas","48","31","23","24","0","21","0","21","0","21","0","21","0","21","0","21","0","21","6","9","0","21","0","21","17","23","0","21","0","21","0","21","25","24","0","21","0","21","0","21","0","21","0","21","0","21","4","9","0","21","0","21","0","21","21","25","0","21","0","21","0","21",
"0500000US48197","Hardeman County, Texas","16","15","7","9","1","2","0","15","0","15","0","15","0","15","2","5","0","15","0","15","0","15","1","2","2","5","1","2","0","15","0","15","9","8","1","3","0","15","0","15","1","2","0","15","0","15","0","15","0","15","0","15","2","4","1","2","2","4","0","15","2","5",
"0500000US48199","Hardin County, Texas","104","103","82","78","0","35","0","35","25","38","0","35","0","35","2","4","34","56","0","35","0","35","0","35","0","35","21","36","0","35","0","35","22","43","0","35","12","28","0","35","0","35","0","35","0","35","0","35","0","35","10","17","0","35","0","35","0","35","0","35","0","35",
"0500000US48201","Harris County, Texas","40420","3362","20955","2035","1018","348","1471","396","1488","413","1254","295","798","309","1610","430","2090","500","1805","393","4198","613","2081","319","1940","367","874","209","316","158","12","15","19465","1653","1349","374","916","306","1447","351","1438","374","517","216","1987","470","1881","390","1167","304","3025","504","2552","388","1560","300","926","223","492","205","208","126",
"0500000US48203","Harrison County, Texas","435","248","258","178","56","58","8","15","0","35","0","35","39","67","65","77","9","18","28","35","0","35","0","35","53","46","0","35","0","35","0","35","177","98","31","27","11","15","11","15","18","24","0","35","0","35","0","35","23","28","7","10","4","8","17","24","0","35","55","45","0","35",
